plant_index,raw_mpbd_name,name_pattern,bmpdd_query_name,query_source,query_status,transformation_notes
152,Viscum cruciatum Sieber ex Boiss.,MULTI_AUTHOR_OR_COMPLEX,Viscum cruciatum,OFFLINE_RULE,READY,Preserved genus and species epithet; stripped multi-word/compound author citation.
153,Vigna UNGUICULATA (L.) Walp.,BINOMIAL_PARENTHETICAL_AUTHORITY,Vigna UNGUICULATA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
154,Vigna RADIATA (L.) Wilczek.,BINOMIAL_PARENTHETICAL_AUTHORITY,Vigna RADIATA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
155,Vigna MUNGO (L.) Hepper,BINOMIAL_PARENTHETICAL_AUTHORITY,Vigna MUNGO,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
156,Chrysopogon zizanioides (L.) Roberty.,BINOMIAL_PARENTHETICAL_AUTHORITY,Chrysopogon zizanioides,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
157,Vernonia PATULA (Dryand.) Merr.,BINOMIAL_PARENTHETICAL_AUTHORITY,Vernonia PATULA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
158,Vanda TESSELLATA (Roxb.) Hook. ex G. Don.,BINOMIAL_PARENTHETICAL_AUTHORITY,Vanda TESSELLATA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
159,Vallisneria SPIRALIS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Vallisneria SPIRALIS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
160,Uvaria HAMILTONII Hook. f. & Thom.,MULTI_AUTHOR_OR_COMPLEX,Uvaria HAMILTONII,OFFLINE_RULE,READY,Preserved genus and species epithet; stripped multi-word/compound author citation.
161,Drimia indica (Roxb.) Jessop.,BINOMIAL_PARENTHETICAL_AUTHORITY,Drimia indica,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
162,Urena LOBATA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Urena LOBATA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
163,Urena SINUATA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Urena SINUATA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
164,Uraria PICTA (Jacq.) DC.,BINOMIAL_PARENTHETICAL_AUTHORITY,Uraria PICTA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
165,Uraria LAGOPODIOIDES (L.) DC.,BINOMIAL_PARENTHETICAL_AUTHORITY,Uraria LAGOPODIOIDES,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
166,Typhonium TRILOBATUM (L.) Schott.,BINOMIAL_PARENTHETICAL_AUTHORITY,Typhonium TRILOBATUM,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
167,Typha ELEPHANTINA Roxb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Typha ELEPHANTINA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
168,Tylophora INDICA (Burm.f.) Merr.,BINOMIAL_PARENTHETICAL_AUTHORITY,Tylophora INDICA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
169,Triumfetta RHOMBOIDEA Jacq.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Triumfetta RHOMBOIDEA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
170,Trigonella FOENUM-GRAECUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Trigonella FOENUM-GRAECUM,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
171,Tridax PROCUMBENS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Tridax PROCUMBENS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
172,Trichosanthes DIOICA Roxb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Trichosanthes DIOICA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
173,Trichosanthes CUCUMERINA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Trichosanthes CUCUMERINA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
174,Trichosanthes BRACTEATA (Lam.) Voigt.,BINOMIAL_PARENTHETICAL_AUTHORITY,Trichosanthes BRACTEATA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
175,Tribulus TERRESTRIS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Tribulus TERRESTRIS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
176,Trianthema PORTULACASTRUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Trianthema PORTULACASTRUM,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
177,Mallotus polycarpus (Benth.) Kulju & Welzen.,BINOMIAL_PARENTHETICAL_AUTHORITY,Mallotus polycarpus,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
178,Trevesia PALMATA (Roxb. ex Lindl.) Vis.,BINOMIAL_PARENTHETICAL_AUTHORITY,Trevesia PALMATA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
179,Trema ORIENTALIS (L.) Bl.,BINOMIAL_PARENTHETICAL_AUTHORITY,Trema ORIENTALIS,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
180,Trapa natans var. bispinosa (Roxb.) Makino,INFRASPECIFIC_VAR,Trapa natans var. bispinosa,OFFLINE_RULE,READY,Preserved species binomial and var. rank + epithet; stripped species and varietal authors.
181,Tragia INVOLUCRATA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Tragia INVOLUCRATA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
182,Torenia ASIATICA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Torenia ASIATICA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
183,Toona CILIATA J. Roem.,MULTI_AUTHOR_OR_COMPLEX,Toona CILIATA,OFFLINE_RULE,READY,Preserved genus and species epithet; stripped multi-word/compound author citation.
184,Toddalia ASIATICA (L.) Lam.,BINOMIAL_PARENTHETICAL_AUTHORITY,Toddalia ASIATICA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
185,Tinospora CRISPA Miers.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Tinospora CRISPA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
186,Tinospora sinensis (Lour.) Merr.,BINOMIAL_PARENTHETICAL_AUTHORITY,Tinospora sinensis,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
187,Tiliacora racemosa Colebr.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Tiliacora racemosa,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
188,Thunbergia GRANDIFLORA (Roxb. ex Rottl.) Roxb.,BINOMIAL_PARENTHETICAL_AUTHORITY,Thunbergia GRANDIFLORA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
189,Cascabela thevetia (L.) Lippold.,BINOMIAL_PARENTHETICAL_AUTHORITY,Cascabela thevetia,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
190,Thespesia POPULNEA (L.) Sol. ex Corr.,BINOMIAL_PARENTHETICAL_AUTHORITY,Thespesia POPULNEA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
191,Terminalia CITRINA Flaming.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Terminalia CITRINA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
192,Terminalia CHEBULA Retz.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Terminalia CHEBULA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
193,Terminalia CATAPPA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Terminalia CATAPPA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
194,Terminalia BILLIRICA (Gaertn.)Roxb.,BINOMIAL_PARENTHETICAL_AUTHORITY,Terminalia BILLIRICA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
195,Terminalia ARJUNA (Roxb. ex DC.) Wight & Arn.,BINOMIAL_PARENTHETICAL_AUTHORITY,Terminalia ARJUNA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
196,Tephrosia PURPUREA (L.) Pers.,BINOMIAL_PARENTHETICAL_AUTHORITY,Tephrosia PURPUREA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
197,Tectona grandis L.f.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Tectona grandis,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
198,Tamarix INDICA Willd.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Tamarix INDICA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
199,Tamarix DIOICA Roxb. ex Roth.,MULTI_AUTHOR_OR_COMPLEX,Tamarix DIOICA,OFFLINE_RULE,READY,Preserved genus and species epithet; stripped multi-word/compound author citation.
200,Tamarindus INDICA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Tamarindus INDICA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
201,Tagetes ERECTA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Tagetes ERECTA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
202,Tacca INTEGRIFOLIA Ker.-Gawl.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Tacca INTEGRIFOLIA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
203,Tabernaemontana DIVARICATA (L.) R.Br. ex Roem. & Schult.,BINOMIAL_PARENTHETICAL_AUTHORITY,Tabernaemontana DIVARICATA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
204,Syzygium nervosum A.Cunn. ex DC.,MULTI_AUTHOR_OR_COMPLEX,Syzygium nervosum,OFFLINE_RULE,READY,Preserved genus and species epithet; stripped multi-word/compound author citation.
205,Syzygium JAMBOS (L.) Alston.,BINOMIAL_PARENTHETICAL_AUTHORITY,Syzygium JAMBOS,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
206,Syzygium FRUTICOSUM DC.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Syzygium FRUTICOSUM,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
207,Syzygium CUMINI (L.) Skeel.,BINOMIAL_PARENTHETICAL_AUTHORITY,Syzygium CUMINI,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
208,Symplocos RACEMOSA Roxb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Symplocos RACEMOSA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
209,Suregada MULTIFLORA (A. Juss.) Baill.,BINOMIAL_PARENTHETICAL_AUTHORITY,Suregada MULTIFLORA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
210,Strychnos NUX-VOMICA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Strychnos NUX-VOMICA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
211,Strobilanthes AURICULATUS Nees.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Strobilanthes AURICULATUS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
212,Striga asiatica (L.) Kuntze.,BINOMIAL_PARENTHETICAL_AUTHORITY,Striga asiatica,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
213,Streblus ASPER Lour.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Streblus ASPER,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
214,Stereospermum chelonoides (L.f.) DC.,BINOMIAL_PARENTHETICAL_AUTHORITY,Stereospermum chelonoides,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
215,Stereospermum tetragonum DC.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Stereospermum tetragonum,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
216,Sterculia VILLOSA Roxb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Sterculia VILLOSA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
217,Sterculia FOETIDA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Sterculia FOETIDA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
218,Stephania JAPONICA (Thunb.) Miers.,BINOMIAL_PARENTHETICAL_AUTHORITY,Stephania JAPONICA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
219,Stephania GLABRA (Roxb.) Miers.,BINOMIAL_PARENTHETICAL_AUTHORITY,Stephania GLABRA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
220,Stachytarpheta INDICA Vahl.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Stachytarpheta INDICA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
221,Spondias PINNATA (L.f.) Kurz.,BINOMIAL_PARENTHETICAL_AUTHORITY,Spondias PINNATA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
222,Spinacia OLERACEA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Spinacia OLERACEA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
223,Acmella paniculata (Wall. ex DC.) R.K.Jansen.,BINOMIAL_PARENTHETICAL_AUTHORITY,Acmella paniculata,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
224,Sphaeranthus INDICUS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Sphaeranthus INDICUS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
225,Sonneratia CASEOLARIS (L.) Engl.,BINOMIAL_PARENTHETICAL_AUTHORITY,Sonneratia CASEOLARIS,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
226,Sonchus WIGHTIANUS DC.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Sonchus WIGHTIANUS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
227,Solanum VIRGINIANUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Solanum VIRGINIANUM,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
228,Solanum VIOLACEUM Ortega,SIMPLE_BINOMIAL_WITH_AUTHORITY,Solanum VIOLACEUM,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
229,Solanum TORVUM Swartz.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Solanum TORVUM,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
230,Solanum SISYMBRIFOLIUM Lamk.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Solanum SISYMBRIFOLIUM,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
231,Solanum americanum Mill.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Solanum americanum,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
232,Solanum MELONGENA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Solanum MELONGENA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
233,Solanum ERIANTHUM D. Don.,MULTI_AUTHOR_OR_COMPLEX,Solanum ERIANTHUM,OFFLINE_RULE,READY,Preserved genus and species epithet; stripped multi-word/compound author citation.
234,Smilax ZEYLANICA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Smilax ZEYLANICA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
235,Smilax PERFOLIATA Lour.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Smilax PERFOLIATA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
236,Smilax GLABRA Roxb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Smilax GLABRA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
237,Sida ORIENTALIS Cav.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Sida ORIENTALIS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
238,Sida CORDIFOLIA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Sida CORDIFOLIA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
239,Sida CORDATA (Burm. f. ) Borssum.,BINOMIAL_PARENTHETICAL_AUTHORITY,Sida CORDATA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
240,Sida ACUTA Burm. f.,MULTI_AUTHOR_OR_COMPLEX,Sida ACUTA,OFFLINE_RULE,READY,Preserved genus and species epithet; stripped multi-word/compound author citation.
241,Shorea ROBUSTA Gaertn.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Shorea ROBUSTA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
242,Setaria ITALICA (L.) Beauv.,BINOMIAL_PARENTHETICAL_AUTHORITY,Setaria ITALICA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
243,Seseli DIFFUSUM (Roxb.ex Sm.)Sant. & Wagh.,BINOMIAL_PARENTHETICAL_AUTHORITY,Seseli DIFFUSUM,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
244,Sesbania SESBAN (L.) Merr.,BINOMIAL_PARENTHETICAL_AUTHORITY,Sesbania SESBAN,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
245,Sesbania GRANDIFLORA Pers.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Sesbania GRANDIFLORA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
246,Sesbania ACULEATA Pers.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Sesbania ACULEATA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
247,Sesamum INDICUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Sesamum INDICUM,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
248,Semecarpus ANACARDIUM L.f.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Semecarpus ANACARDIUM,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
249,Scoparia DULCIS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Scoparia DULCIS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
250,Scindapsus OFFICINALIS (Roxb.) Schott.,BINOMIAL_PARENTHETICAL_AUTHORITY,Scindapsus OFFICINALIS,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
251,Schoenoplectus ARTICULATUS (L.) Palla,BINOMIAL_PARENTHETICAL_AUTHORITY,Schoenoplectus ARTICULATUS,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
252,Schoenoplectus GROSSUS (L.f.) Palla.,BINOMIAL_PARENTHETICAL_AUTHORITY,Schoenoplectus GROSSUS,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
253,Schleichera OLEOSA (Lour.) Oken,BINOMIAL_PARENTHETICAL_AUTHORITY,Schleichera OLEOSA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
254,Scaphium WALLICHII Schott. & Endl.,MULTI_AUTHOR_OR_COMPLEX,Scaphium WALLICHII,OFFLINE_RULE,READY,Preserved genus and species epithet; stripped multi-word/compound author citation.
255,Saussurea AFFINIS Spreng.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Saussurea AFFINIS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
256,Sarcochlamys PULCHERRIMA Gaud.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Sarcochlamys PULCHERRIMA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
257,Saraca ASOCA (Roxb.) De Wilde.,BINOMIAL_PARENTHETICAL_AUTHORITY,Saraca ASOCA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
258,Sapindus MUKOROSSI Gaertn.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Sapindus MUKOROSSI,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
259,Sansevieria ROXBURGHIANA Schult.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Sansevieria ROXBURGHIANA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
260,Sambucas JAVANICA Reinw. ex Blume.,MULTI_AUTHOR_OR_COMPLEX,Sambucas JAVANICA,OFFLINE_RULE,READY,Preserved genus and species epithet; stripped multi-word/compound author citation.
261,Salvia PLEBEIA R. Br.,MULTI_AUTHOR_OR_COMPLEX,Salvia PLEBEIA,OFFLINE_RULE,READY,Preserved genus and species epithet; stripped multi-word/compound author citation.
262,Salix TETRASPERMA Roxb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Salix TETRASPERMA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
263,Sagittaria SAGITTIFOLIA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Sagittaria SAGITTIFOLIA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
264,Saccharum SPONTANEUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Saccharum SPONTANEUM,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
265,Saccharum OFFICINARUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Saccharum OFFICINARUM,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
266,Saccharum ARUNDINACEUM Rets.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Saccharum ARUNDINACEUM,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
267,Rungia PECTINATA (L.) Nees.,BINOMIAL_PARENTHETICAL_AUTHORITY,Rungia PECTINATA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
268,Rumex VESICARIUS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Rumex VESICARIUS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
269,rumex MARITIMUS L,SIMPLE_BINOMIAL_WITH_AUTHORITY,rumex MARITIMUS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
270,Ruellia SUFFRUTICOSA Roxb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Ruellia SUFFRUTICOSA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
271,Rourea COMMUTATA Planch.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Rourea COMMUTATA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
272,Ricinus COMMUNIS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Ricinus COMMUNIS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
273,RHYNCHOTECHUM ELLIPTICUM (Wall. ex D. Dietr.) A. DC.,BINOMIAL_PARENTHETICAL_AUTHORITY,RHYNCHOTECHUM ELLIPTICUM,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
274,rhizophora MUCRONATA Lam.,SIMPLE_BINOMIAL_WITH_AUTHORITY,rhizophora MUCRONATA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
275,Rhinacanthus NASUTA (L.) Kurz.,BINOMIAL_PARENTHETICAL_AUTHORITY,Rhinacanthus NASUTA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
276,Reinwardtia indica Dumort.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Reinwardtia indica,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
277,Rauvolfia TETRAPHYLLA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Rauvolfia TETRAPHYLLA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
278,Rauvolfia SERPENTINA (L.) Benth. ex Kurz.,BINOMIAL_PARENTHETICAL_AUTHORITY,Rauvolfia SERPENTINA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
279,Ranunculus SCELERATUS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Ranunculus SCELERATUS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
280,Oxyceros longiflorus (Lam.) T.Yamaz.,BINOMIAL_PARENTHETICAL_AUTHORITY,Oxyceros longiflorus,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
281,aidia DENSIFLORA (Wall.) Masam.,BINOMIAL_PARENTHETICAL_AUTHORITY,aidia DENSIFLORA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
282,Combretum indicum (L.) De Filipps.,BINOMIAL_PARENTHETICAL_AUTHORITY,Combretum indicum,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
283,Punica GRANATUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Punica GRANATUM,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
284,Pueraria TUBEROSA (Willd.) DC.,BINOMIAL_PARENTHETICAL_AUTHORITY,Pueraria TUBEROSA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
285,Pterygota ALATA (Roxb.) R. Br.,BINOMIAL_PARENTHETICAL_AUTHORITY,Pterygota ALATA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
286,Pterospermum ACERIFOLIUM (L.) Willd.,BINOMIAL_PARENTHETICAL_AUTHORITY,Pterospermum ACERIFOLIUM,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
287,Psidium GUAJAVA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Psidium GUAJAVA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
288,Premna CORYMBOSA Rottler & Willd.,MULTI_AUTHOR_OR_COMPLEX,Premna CORYMBOSA,OFFLINE_RULE,READY,Preserved genus and species epithet; stripped multi-word/compound author citation.
289,Premna ESCULENTA Roxb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Premna ESCULENTA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
290,Pouzolzia ZEYLANICA (L.) Benn.,BINOMIAL_PARENTHETICAL_AUTHORITY,Pouzolzia ZEYLANICA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
291,Pothos SCANDENS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Pothos SCANDENS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
292,Portulaca OLERACEA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Portulaca OLERACEA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
293,polygonum PLEBEIUM R. Br.,MULTI_AUTHOR_OR_COMPLEX,polygonum PLEBEIUM,OFFLINE_RULE,READY,Preserved genus and species epithet; stripped multi-word/compound author citation.
294,Polygala ARVENSIS Willd,SIMPLE_BINOMIAL_WITH_AUTHORITY,Polygala ARVENSIS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
295,Polyalthia LONGIFOLIA (Sonn.) Thw.,BINOMIAL_PARENTHETICAL_AUTHORITY,Polyalthia LONGIFOLIA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
296,Polianthes TUBEROSA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Polianthes TUBEROSA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
