reconciliation_id,raw_scientific_name,normalized_scientific_name,raw_family,normalized_family,canonical_scientific_name,canonical_family,reconciliation_status,reconciliation_reason,confidence,evidence_source,evidence_reference,review_required,source_page_url
a2ef71d08cf1238c,Solanum VIRGINIANUM L.,solanum virginianum l.,Solanacee,solanacee,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=23
d2ed87d0d0818f09,Solanum VIOLACEUM Ortega,solanum violaceum ortega,Solanaceae,solanaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=23
6835c5006a73b770,Solanum TORVUM Swartz.,solanum torvum swartz.,Solanceae,solanceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=24
db24a9e880a7fc47,Solanum SISYMBRIFOLIUM Lamk.,solanum sisymbrifolium lamk.,Solanceae,solanceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=24
3acfbdde2399ebec,Solanum americanum Mill.,solanum americanum mill.,Solanaceae,solanaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=24
2742042f148eae80,Solanum MELONGENA L.,solanum melongena l.,Solanaceae,solanaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=24
0692a40ec30f3554,Solanum ERIANTHUM D. Don.,solanum erianthum d. don.,Solanaceae,solanaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=24
958370a4f16d9f20,Smilax ZEYLANICA L.,smilax zeylanica l.,Smilacaceae,smilacaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=24
10e0f7dfd61eaf90,Smilax PERFOLIATA Lour.,smilax perfoliata lour.,Smilacaceae,smilacaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=24
6788df0ec157aa9e,Smilax GLABRA Roxb.,smilax glabra roxb.,Smilacaceae,smilacaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=24
06d0323e3e996592,Sida ORIENTALIS Cav.,sida orientalis cav.,Malvaceae,malvaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=24
8b5bc31adb2bf6c1,Sida CORDIFOLIA L.,sida cordifolia l.,Malvaceae,malvaceae,,,POTENTIAL_DUPLICATE,Normalized scientific name appears 2 times. Original change type: CASE_ONLY.,MEDIUM,NONE,,TRUE,https://mpbd.cu.ac.bd/plants.php?pageno=24
4c90293080686922,Sida CORDATA (Burm. f. ) Borssum.,sida cordata (burm. f. ) borssum.,Malvaceae,malvaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=25
eeabcee8ad94480f,Sida ACUTA Burm. f.,sida acuta burm. f.,Malvaceae,malvaceae,,,POTENTIAL_DUPLICATE,Normalized scientific name appears 2 times. Original change type: CASE_ONLY.,MEDIUM,NONE,,TRUE,https://mpbd.cu.ac.bd/plants.php?pageno=25
2deb4c4f32984357,Shorea ROBUSTA Gaertn.,shorea robusta gaertn.,Dipterocarpaceae,dipterocarpaceae,,,POTENTIAL_DUPLICATE,Normalized scientific name appears 2 times. Original change type: CASE_ONLY.,MEDIUM,NONE,,TRUE,https://mpbd.cu.ac.bd/plants.php?pageno=25
ae72371768886084,Setaria ITALICA (L.) Beauv.,setaria italica (l.) beauv.,Poaceae,poaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=25
64901ae0fa835883,Seseli DIFFUSUM (Roxb.ex Sm.)Sant. & Wagh.,seseli diffusum (roxb.ex sm.)sant. & wagh.,Apiaceae,apiaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=25
364d11d3a6e908e8,Sesbania SESBAN (L.) Merr.,sesbania sesban (l.) merr.,Fabaceae,fabaceae,,,POTENTIAL_DUPLICATE,Normalized scientific name appears 2 times. Original change type: CASE_ONLY.,MEDIUM,NONE,,TRUE,https://mpbd.cu.ac.bd/plants.php?pageno=25
e808694fc6115c02,Sesbania GRANDIFLORA Pers.,sesbania grandiflora pers.,Fabaceae,fabaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=25
669032be14c4fc29,Sesbania ACULEATA Pers.,sesbania aculeata pers.,Fabaceae,fabaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=25
7778779db72ef548,Sesamum INDICUM L.,sesamum indicum l.,Pedaliaceae,pedaliaceae,,,POTENTIAL_DUPLICATE,Normalized scientific name appears 2 times. Original change type: CASE_ONLY.,MEDIUM,NONE,,TRUE,https://mpbd.cu.ac.bd/plants.php?pageno=25
9d86ee9fbeea8c86,Semecarpus ANACARDIUM L.f.,semecarpus anacardium l.f.,Anacardiaceae,anacardiaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=25
50d33dc2f0106e48,Scoparia DULCIS L.,scoparia dulcis l.,Scrophulariaceae,scrophulariaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=26
19d42ee45a8d23c2,Scindapsus OFFICINALIS (Roxb.) Schott.,scindapsus officinalis (roxb.) schott.,Araceae,araceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=26
69a78322a0ec02b6,Schoenoplectus ARTICULATUS (L.) Palla,schoenoplectus articulatus (l.) palla,Cyperaceae,cyperaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=26
fe99df2af8c392ec,Schoenoplectus GROSSUS (L.f.) Palla.,schoenoplectus grossus (l.f.) palla.,Cyperaceae,cyperaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=26
815821355eb8218e,Schleichera OLEOSA (Lour.) Oken,schleichera oleosa (lour.) oken,Sapindaceae,sapindaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=26
f3a0de86bfc526a7,Scaphium WALLICHII Schott. & Endl.,scaphium wallichii schott. & endl.,Sterculiaceae,sterculiaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=26
2dc0c4875e557eaa,Saussurea AFFINIS Spreng.,saussurea affinis spreng.,Asteraceae,asteraceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=26
42794eacaae00e92,Sarcochlamys PULCHERRIMA Gaud.,sarcochlamys pulcherrima gaud.,Articaceae,articaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=26
3402f47300d7d02b,Saraca ASOCA (Roxb.) De Wilde.,saraca asoca (roxb.) de wilde.,Fabaceae,fabaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=26
d0372247cadc8b10,Sapindus MUKOROSSI Gaertn.,sapindus mukorossi gaertn.,Sapindaceae,sapindaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=26
71ecdd7b9cb4c4a8,Sansevieria ROXBURGHIANA Schult.,sansevieria roxburghiana schult.,Amaryllidaceae,amaryllidaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=27
e5c151936b3be65d,Sambucas JAVANICA Reinw. ex Blume.,sambucas javanica reinw. ex blume.,Caprifoliaceae,caprifoliaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=27
349e9cbea81611c7,Salvia PLEBEIA R. Br.,salvia plebeia r. br.,Lamiaceae,lamiaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=27
480f299e314a9e32,Salix TETRASPERMA Roxb.,salix tetrasperma roxb.,Salicaceae,salicaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=27
bce30491b28ff59f,Sagittaria SAGITTIFOLIA L.,sagittaria sagittifolia l.,Alismataceae,alismataceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=27
be302e631675781a,Saccharum SPONTANEUM L.,saccharum spontaneum l.,Poaceae,poaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=27
4688c687dc8b8b69,Saccharum OFFICINARUM L.,saccharum officinarum l.,Poaceae,poaceae,,,POTENTIAL_DUPLICATE,Normalized scientific name appears 2 times. Original change type: CASE_ONLY.,MEDIUM,NONE,,TRUE,https://mpbd.cu.ac.bd/plants.php?pageno=27
9a4d0fd2eb1acba8,Saccharum ARUNDINACEUM Rets.,saccharum arundinaceum rets.,Poaceae,poaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=27
1b45d2b788e71951,Rungia PECTINATA (L.) Nees.,rungia pectinata (l.) nees.,Acanthaceae,acanthaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=27
cfd21b4cca23bbe7,Rumex VESICARIUS L.,rumex vesicarius l.,Polygonaceae,polygonaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=27
b7e45ef5e08e180c,rumex MARITIMUS L,rumex maritimus l,Polygonaceae,polygonaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=28
e72749a9a032feaa,Ruellia SUFFRUTICOSA Roxb.,ruellia suffruticosa roxb.,Acanthaceae,acanthaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=28
e167c172fab4c4c4,Rourea COMMUTATA Planch.,rourea commutata planch.,Connaraceae,connaraceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=28
5c17d3ecd0a0292b,Ricinus COMMUNIS L.,ricinus communis l.,Euphorbiaceae,euphorbiaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=28
7f32bcec43389cd9,RHYNCHOTECHUM ELLIPTICUM (Wall. ex D. Dietr.) A. DC.,rhynchotechum ellipticum (wall. ex d. dietr.) a. dc.,-,-,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: NO_CHANGE.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=28
c7b849720dd34d8e,rhizophora MUCRONATA Lam.,rhizophora mucronata lam.,Rhizophoraceae,rhizophoraceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=28
8d7ed8afcf6fc839,Rhinacanthus NASUTA (L.) Kurz.,rhinacanthus nasuta (l.) kurz.,Acanthaceae,acanthaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=28
7355b62716ccb981,Reinwardtia indica Dumort.,reinwardtia indica dumort.,Linaceae,linaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=28
b86188d2b3d929da,Rauvolfia TETRAPHYLLA L.,rauvolfia tetraphylla l.,Apocynaceae,apocynaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=28
b5eb4a24f1bcd8c7,Rauvolfia SERPENTINA (L.) Benth. ex Kurz.,rauvolfia serpentina (l.) benth. ex kurz.,Apocynaceae,apocynaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=28
dd145cf6f904b240,Ranunculus SCELERATUS L.,ranunculus sceleratus l.,Ranunculaceae,ranunculaceae,,,POTENTIAL_DUPLICATE,Normalized scientific name appears 2 times. Original change type: CASE_ONLY.,MEDIUM,NONE,,TRUE,https://mpbd.cu.ac.bd/plants.php?pageno=29
f6e9f7db4265097e,Oxyceros longiflorus (Lam.) T.Yamaz.,oxyceros longiflorus (lam.) t.yamaz.,Rubiaceae,rubiaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=29
4f8a7fc1fdfad9b3,aidia DENSIFLORA (Wall.) Masam.,aidia densiflora (wall.) masam.,Rubiaceae,rubiaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=29
73d672d2fa5f8490,Combretum indicum (L.) De Filipps.,combretum indicum (l.) de filipps.,Combretaceae,combretaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=29
c3e46ec09a1eeea1,Punica GRANATUM L.,punica granatum l.,Punicaeae,punicaeae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=29
a7ecf2167cdf27e9,Pueraria TUBEROSA (Willd.) DC.,pueraria tuberosa (willd.) dc.,Fabaceae,fabaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=29
59955f5f7f7b6e4d,Pterygota ALATA (Roxb.) R. Br.,pterygota alata (roxb.) r. br.,Sterculiaceae,sterculiaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=29
df481f055669e68c,Pterospermum ACERIFOLIUM (L.) Willd.,pterospermum acerifolium (l.) willd.,Sterculiaceae,sterculiaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=29
999dc6bde2ba8d45,Psidium GUAJAVA L.,psidium guajava l.,Myrtaceae,myrtaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=29
bfa9c5639d93adc3,Premna CORYMBOSA Rottler & Willd.,premna corymbosa rottler & willd.,Verbenaceae,verbenaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=29
a9bd7be00764dc9d,Premna ESCULENTA Roxb.,premna esculenta roxb.,Verbenaceae,verbenaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=30
9d368283d6894a37,Pouzolzia ZEYLANICA (L.) Benn.,pouzolzia zeylanica (l.) benn.,Urticaeae,urticaeae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=30
30f7bf2e78b3c803,Pothos SCANDENS L.,pothos scandens l.,Araceae,araceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=30
0a35f307726b2c7a,Portulaca OLERACEA L.,portulaca oleracea l.,Portulacaceae,portulacaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=30
c425ba62f9bdca1b,polygonum PLEBEIUM R. Br.,polygonum plebeium r. br.,Polygonaceae,polygonaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=30
a9c05b1826651a8e,Polygala ARVENSIS Willd,polygala arvensis willd,Polygalaceae,polygalaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=30
870246a930efe300,Polyalthia LONGIFOLIA (Sonn.) Thw.,polyalthia longifolia (sonn.) thw.,Annonaceae,annonaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=30
8152916fb7b1e0ea,Polianthes TUBEROSA L.,polianthes tuberosa l.,Amaryllidaceae,amaryllidaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=30
2f1ca4e7507c6a49,Pogostemon PUBESCENCE Benth.,pogostemon pubescence benth.,Lamiaceae,lamiaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=30
07424bd92bdbbb44,Pogostemon BENGHALENSE (Burm.f.) Kuntze.,pogostemon benghalense (burm.f.) kuntze.,Lamiaceae,lamiaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=30
0cb31d606834f738,Plumeria RUBRA L.,plumeria rubra l.,Apocynaceae,apocynaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=31
41b234ecf6918c7a,Plumbago ZEYLANICA L.,plumbago zeylanica l.,Plumbaginaceae,plumbaginaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=31
7f023189cf174c9f,Plumbago INDICA L.,plumbago indica l.,Plumbaginaceae,plumbaginaceae,,,POTENTIAL_DUPLICATE,Normalized scientific name appears 2 times. Original change type: CASE_ONLY.,MEDIUM,NONE,,TRUE,https://mpbd.cu.ac.bd/plants.php?pageno=31
9be232a223916d67,Pithecellobium DULCE (Roxb.) Benth.,pithecellobium dulce (roxb.) benth.,Mimosaceae,mimosaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=31
ea06b04e609a5daa,Archidendron clypearia (Jack) I.C.Nielsen.,archidendron clypearia (jack) i.c.nielsen.,Mimosaceae,mimosaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=31
b21ed66d21c3d3c2,Pisum SATIVUM L.,pisum sativum l.,Fabaceae,fabaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=31
debea3f7143ec934,Pistia STRATIOTES L.,pistia stratiotes l.,Araceae,araceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=31
b901ca8bd04279e0,Piper RETROFRACTUM Vahl.,piper retrofractum vahl.,Piperaceae,piperaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=31
0055407525bc7e85,Piper NIGRUM L.,piper nigrum l.,Piperaceae,piperaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=31
0536b2cc6937bdfb,Piper LONGUM L.,piper longum l.,Piperaceae,piperaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=31
5a36663af5cefc88,Piper BETEL L.,piper betel l.,Piperaceae,piperaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=32
5fb02706fd1b0a94,Picrasma JAVANICA Bl.,picrasma javanica bl.,Simarubaceae,simarubaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=32
1f89ac81b007c9c3,Physalis minima L.,physalis minima l.,Solanacee,solanacee,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=32
4b9241ade236ac72,Phyllanthus virgatus G.Forst.,phyllanthus virgatus g.forst.,Euphorbiaceae,euphorbiaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=32
8cb343cb0e959729,Phyllanthus URINARIA L.,phyllanthus urinaria l.,Euphorbiaceae,euphorbiaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=32
faf0bfd6c119fe12,Phyllanthus RETICULATUS Poir.,phyllanthus reticulatus poir.,Euphorbiaceae,euphorbiaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=32
0518c59de218bdc2,Phyllanthus MADERASPATENSIS L.,phyllanthus maderaspatensis l.,Euphorbiaceae,euphorbiaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=32
91ec93ac1c116a81,. PHYLLANTHUS EMBLICA L. (Euphorbiaceae),. phyllanthus emblica l. (euphorbiaceae),Euphorbiaceae,euphorbiaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=32
b141e9b45b978f91,Phyllanthus amarus Schumach. & Thonn.,phyllanthus amarus schumach. & thonn.,Euphorbiaceae,euphorbiaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=32
5e76d850519ac6ec,Phyllanthus acidus (L.) Skeels.,phyllanthus acidus (l.) skeels.,Euphorbiaceae,euphorbiaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=32
e3d4b26cb9cbfc56,Phyla NODIFLORA (L.) Greene.,phyla nodiflora (l.) greene.,Verbenaceae,verbenaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=33
f47cd8b1e38d5662,Phragmites karka (Retz.) Trin. ex Steud.,phragmites karka (retz.) trin. ex steud.,Poaceae,poaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=33
