plant_index,raw_scientific_name,name_pattern,candidate_bmppd_query,candidate_status,transformation_notes
150,Vitex PEDUNCULARIS Wall.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Vitex PEDUNCULARIS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
151,Vitex NEGUNDO L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Vitex NEGUNDO,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
152,Viscum cruciatum Sieber ex Boiss.,MULTI_AUTHOR_OR_COMPLEX,Viscum cruciatum,SAFE_CANDIDATE,Preserved first two tokens as binomial; stripped compound or multi-token author citation.
153,Vigna UNGUICULATA (L.) Walp.,BINOMIAL_PARENTHETICAL_AUTHORITY,Vigna UNGUICULATA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
154,Vigna RADIATA (L.) Wilczek.,BINOMIAL_PARENTHETICAL_AUTHORITY,Vigna RADIATA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
155,Vigna MUNGO (L.) Hepper,BINOMIAL_PARENTHETICAL_AUTHORITY,Vigna MUNGO,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
156,Chrysopogon zizanioides (L.) Roberty.,BINOMIAL_PARENTHETICAL_AUTHORITY,Chrysopogon zizanioides,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
157,Vernonia PATULA (Dryand.) Merr.,BINOMIAL_PARENTHETICAL_AUTHORITY,Vernonia PATULA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
158,Vanda TESSELLATA (Roxb.) Hook. ex G. Don.,BINOMIAL_PARENTHETICAL_AUTHORITY,Vanda TESSELLATA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
159,Vallisneria SPIRALIS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Vallisneria SPIRALIS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
160,Uvaria HAMILTONII Hook. f. & Thom.,MULTI_AUTHOR_OR_COMPLEX,Uvaria HAMILTONII,SAFE_CANDIDATE,Preserved first two tokens as binomial; stripped compound or multi-token author citation.
161,Drimia indica (Roxb.) Jessop.,BINOMIAL_PARENTHETICAL_AUTHORITY,Drimia indica,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
162,Urena LOBATA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Urena LOBATA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
163,Urena SINUATA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Urena SINUATA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
164,Uraria PICTA (Jacq.) DC.,BINOMIAL_PARENTHETICAL_AUTHORITY,Uraria PICTA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
165,Uraria LAGOPODIOIDES (L.) DC.,BINOMIAL_PARENTHETICAL_AUTHORITY,Uraria LAGOPODIOIDES,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
166,Typhonium TRILOBATUM (L.) Schott.,BINOMIAL_PARENTHETICAL_AUTHORITY,Typhonium TRILOBATUM,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
167,Typha ELEPHANTINA Roxb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Typha ELEPHANTINA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
168,Tylophora INDICA (Burm.f.) Merr.,BINOMIAL_PARENTHETICAL_AUTHORITY,Tylophora INDICA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
169,Triumfetta RHOMBOIDEA Jacq.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Triumfetta RHOMBOIDEA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
170,Trigonella FOENUM-GRAECUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Trigonella FOENUM-GRAECUM,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
171,Tridax PROCUMBENS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Tridax PROCUMBENS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
172,Trichosanthes DIOICA Roxb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Trichosanthes DIOICA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
173,Trichosanthes CUCUMERINA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Trichosanthes CUCUMERINA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
174,Trichosanthes BRACTEATA (Lam.) Voigt.,BINOMIAL_PARENTHETICAL_AUTHORITY,Trichosanthes BRACTEATA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
175,Tribulus TERRESTRIS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Tribulus TERRESTRIS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
176,Trianthema PORTULACASTRUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Trianthema PORTULACASTRUM,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
177,Mallotus polycarpus (Benth.) Kulju & Welzen.,BINOMIAL_PARENTHETICAL_AUTHORITY,Mallotus polycarpus,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
178,Trevesia PALMATA (Roxb. ex Lindl.) Vis.,BINOMIAL_PARENTHETICAL_AUTHORITY,Trevesia PALMATA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
179,Trema ORIENTALIS (L.) Bl.,BINOMIAL_PARENTHETICAL_AUTHORITY,Trema ORIENTALIS,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
180,Trapa natans var. bispinosa (Roxb.) Makino,INFRASPECIFIC_VAR,Trapa natans var. bispinosa,SAFE_CANDIDATE,"Preserved species binomial, var. rank, and varietal epithet; stripped species author and varietal author."
181,Tragia INVOLUCRATA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Tragia INVOLUCRATA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
182,Torenia ASIATICA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Torenia ASIATICA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
183,Toona CILIATA J. Roem.,MULTI_AUTHOR_OR_COMPLEX,Toona CILIATA,SAFE_CANDIDATE,Preserved first two tokens as binomial; stripped compound or multi-token author citation.
184,Toddalia ASIATICA (L.) Lam.,BINOMIAL_PARENTHETICAL_AUTHORITY,Toddalia ASIATICA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
185,Tinospora CRISPA Miers.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Tinospora CRISPA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
186,Tinospora sinensis (Lour.) Merr.,BINOMIAL_PARENTHETICAL_AUTHORITY,Tinospora sinensis,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
187,Tiliacora racemosa Colebr.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Tiliacora racemosa,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
188,Thunbergia GRANDIFLORA (Roxb. ex Rottl.) Roxb.,BINOMIAL_PARENTHETICAL_AUTHORITY,Thunbergia GRANDIFLORA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
189,Cascabela thevetia (L.) Lippold.,BINOMIAL_PARENTHETICAL_AUTHORITY,Cascabela thevetia,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
190,Thespesia POPULNEA (L.) Sol. ex Corr.,BINOMIAL_PARENTHETICAL_AUTHORITY,Thespesia POPULNEA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
191,Terminalia CITRINA Flaming.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Terminalia CITRINA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
192,Terminalia CHEBULA Retz.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Terminalia CHEBULA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
193,Terminalia CATAPPA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Terminalia CATAPPA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
194,Terminalia BILLIRICA (Gaertn.)Roxb.,BINOMIAL_PARENTHETICAL_AUTHORITY,Terminalia BILLIRICA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
195,Terminalia ARJUNA (Roxb. ex DC.) Wight & Arn.,BINOMIAL_PARENTHETICAL_AUTHORITY,Terminalia ARJUNA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
196,Tephrosia PURPUREA (L.) Pers.,BINOMIAL_PARENTHETICAL_AUTHORITY,Tephrosia PURPUREA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
197,Tectona grandis L.f.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Tectona grandis,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
198,Tamarix INDICA Willd.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Tamarix INDICA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
199,Tamarix DIOICA Roxb. ex Roth.,MULTI_AUTHOR_OR_COMPLEX,Tamarix DIOICA,SAFE_CANDIDATE,Preserved first two tokens as binomial; stripped compound or multi-token author citation.
200,Tamarindus INDICA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Tamarindus INDICA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
201,Tagetes ERECTA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Tagetes ERECTA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
202,Tacca INTEGRIFOLIA Ker.-Gawl.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Tacca INTEGRIFOLIA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
203,Tabernaemontana DIVARICATA (L.) R.Br. ex Roem. & Schult.,BINOMIAL_PARENTHETICAL_AUTHORITY,Tabernaemontana DIVARICATA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
204,Syzygium nervosum A.Cunn. ex DC.,MULTI_AUTHOR_OR_COMPLEX,Syzygium nervosum,SAFE_CANDIDATE,Preserved first two tokens as binomial; stripped compound or multi-token author citation.
205,Syzygium JAMBOS (L.) Alston.,BINOMIAL_PARENTHETICAL_AUTHORITY,Syzygium JAMBOS,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
206,Syzygium FRUTICOSUM DC.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Syzygium FRUTICOSUM,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
207,Syzygium CUMINI (L.) Skeel.,BINOMIAL_PARENTHETICAL_AUTHORITY,Syzygium CUMINI,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
208,Symplocos RACEMOSA Roxb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Symplocos RACEMOSA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
209,Suregada MULTIFLORA (A. Juss.) Baill.,BINOMIAL_PARENTHETICAL_AUTHORITY,Suregada MULTIFLORA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
210,Strychnos NUX-VOMICA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Strychnos NUX-VOMICA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
211,Strobilanthes AURICULATUS Nees.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Strobilanthes AURICULATUS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
212,Striga asiatica (L.) Kuntze.,BINOMIAL_PARENTHETICAL_AUTHORITY,Striga asiatica,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
213,Streblus ASPER Lour.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Streblus ASPER,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
214,Stereospermum chelonoides (L.f.) DC.,BINOMIAL_PARENTHETICAL_AUTHORITY,Stereospermum chelonoides,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
215,Stereospermum tetragonum DC.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Stereospermum tetragonum,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
216,Sterculia VILLOSA Roxb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Sterculia VILLOSA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
217,Sterculia FOETIDA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Sterculia FOETIDA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
218,Stephania JAPONICA (Thunb.) Miers.,BINOMIAL_PARENTHETICAL_AUTHORITY,Stephania JAPONICA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
219,Stephania GLABRA (Roxb.) Miers.,BINOMIAL_PARENTHETICAL_AUTHORITY,Stephania GLABRA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
220,Stachytarpheta INDICA Vahl.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Stachytarpheta INDICA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
221,Spondias PINNATA (L.f.) Kurz.,BINOMIAL_PARENTHETICAL_AUTHORITY,Spondias PINNATA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
222,Spinacia OLERACEA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Spinacia OLERACEA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
223,Acmella paniculata (Wall. ex DC.) R.K.Jansen.,BINOMIAL_PARENTHETICAL_AUTHORITY,Acmella paniculata,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
224,Sphaeranthus INDICUS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Sphaeranthus INDICUS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
225,Sonneratia CASEOLARIS (L.) Engl.,BINOMIAL_PARENTHETICAL_AUTHORITY,Sonneratia CASEOLARIS,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
226,Sonchus WIGHTIANUS DC.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Sonchus WIGHTIANUS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
227,Solanum VIRGINIANUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Solanum VIRGINIANUM,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
228,Solanum VIOLACEUM Ortega,SIMPLE_BINOMIAL_WITH_AUTHORITY,Solanum VIOLACEUM,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
229,Solanum TORVUM Swartz.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Solanum TORVUM,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
230,Solanum SISYMBRIFOLIUM Lamk.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Solanum SISYMBRIFOLIUM,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
231,Solanum americanum Mill.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Solanum americanum,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
232,Solanum MELONGENA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Solanum MELONGENA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
233,Solanum ERIANTHUM D. Don.,MULTI_AUTHOR_OR_COMPLEX,Solanum ERIANTHUM,SAFE_CANDIDATE,Preserved first two tokens as binomial; stripped compound or multi-token author citation.
234,Smilax ZEYLANICA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Smilax ZEYLANICA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
235,Smilax PERFOLIATA Lour.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Smilax PERFOLIATA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
236,Smilax GLABRA Roxb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Smilax GLABRA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
237,Sida ORIENTALIS Cav.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Sida ORIENTALIS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
238,Sida CORDIFOLIA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Sida CORDIFOLIA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
239,Sida CORDATA (Burm. f. ) Borssum.,BINOMIAL_PARENTHETICAL_AUTHORITY,Sida CORDATA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
240,Sida ACUTA Burm. f.,MULTI_AUTHOR_OR_COMPLEX,Sida ACUTA,SAFE_CANDIDATE,Preserved first two tokens as binomial; stripped compound or multi-token author citation.
241,Shorea ROBUSTA Gaertn.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Shorea ROBUSTA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
242,Setaria ITALICA (L.) Beauv.,BINOMIAL_PARENTHETICAL_AUTHORITY,Setaria ITALICA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
243,Seseli DIFFUSUM (Roxb.ex Sm.)Sant. & Wagh.,BINOMIAL_PARENTHETICAL_AUTHORITY,Seseli DIFFUSUM,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
244,Sesbania SESBAN (L.) Merr.,BINOMIAL_PARENTHETICAL_AUTHORITY,Sesbania SESBAN,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
245,Sesbania GRANDIFLORA Pers.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Sesbania GRANDIFLORA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
246,Sesbania ACULEATA Pers.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Sesbania ACULEATA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
247,Sesamum INDICUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Sesamum INDICUM,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
248,Semecarpus ANACARDIUM L.f.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Semecarpus ANACARDIUM,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
249,Scoparia DULCIS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Scoparia DULCIS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
250,Scindapsus OFFICINALIS (Roxb.) Schott.,BINOMIAL_PARENTHETICAL_AUTHORITY,Scindapsus OFFICINALIS,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
251,Schoenoplectus ARTICULATUS (L.) Palla,BINOMIAL_PARENTHETICAL_AUTHORITY,Schoenoplectus ARTICULATUS,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
252,Schoenoplectus GROSSUS (L.f.) Palla.,BINOMIAL_PARENTHETICAL_AUTHORITY,Schoenoplectus GROSSUS,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
253,Schleichera OLEOSA (Lour.) Oken,BINOMIAL_PARENTHETICAL_AUTHORITY,Schleichera OLEOSA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
254,Scaphium WALLICHII Schott. & Endl.,MULTI_AUTHOR_OR_COMPLEX,Scaphium WALLICHII,SAFE_CANDIDATE,Preserved first two tokens as binomial; stripped compound or multi-token author citation.
255,Saussurea AFFINIS Spreng.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Saussurea AFFINIS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
256,Sarcochlamys PULCHERRIMA Gaud.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Sarcochlamys PULCHERRIMA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
257,Saraca ASOCA (Roxb.) De Wilde.,BINOMIAL_PARENTHETICAL_AUTHORITY,Saraca ASOCA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
258,Sapindus MUKOROSSI Gaertn.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Sapindus MUKOROSSI,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
259,Sansevieria ROXBURGHIANA Schult.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Sansevieria ROXBURGHIANA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
260,Sambucas JAVANICA Reinw. ex Blume.,MULTI_AUTHOR_OR_COMPLEX,Sambucas JAVANICA,SAFE_CANDIDATE,Preserved first two tokens as binomial; stripped compound or multi-token author citation.
261,Salvia PLEBEIA R. Br.,MULTI_AUTHOR_OR_COMPLEX,Salvia PLEBEIA,SAFE_CANDIDATE,Preserved first two tokens as binomial; stripped compound or multi-token author citation.
262,Salix TETRASPERMA Roxb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Salix TETRASPERMA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
263,Sagittaria SAGITTIFOLIA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Sagittaria SAGITTIFOLIA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
264,Saccharum SPONTANEUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Saccharum SPONTANEUM,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
265,Saccharum OFFICINARUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Saccharum OFFICINARUM,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
266,Saccharum ARUNDINACEUM Rets.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Saccharum ARUNDINACEUM,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
267,Rungia PECTINATA (L.) Nees.,BINOMIAL_PARENTHETICAL_AUTHORITY,Rungia PECTINATA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
268,Rumex VESICARIUS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Rumex VESICARIUS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
269,rumex MARITIMUS L,SIMPLE_BINOMIAL_WITH_AUTHORITY,rumex MARITIMUS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
270,Ruellia SUFFRUTICOSA Roxb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Ruellia SUFFRUTICOSA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
271,Rourea COMMUTATA Planch.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Rourea COMMUTATA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
272,Ricinus COMMUNIS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Ricinus COMMUNIS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
273,RHYNCHOTECHUM ELLIPTICUM (Wall. ex D. Dietr.) A. DC.,BINOMIAL_PARENTHETICAL_AUTHORITY,RHYNCHOTECHUM ELLIPTICUM,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
274,rhizophora MUCRONATA Lam.,SIMPLE_BINOMIAL_WITH_AUTHORITY,rhizophora MUCRONATA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
275,Rhinacanthus NASUTA (L.) Kurz.,BINOMIAL_PARENTHETICAL_AUTHORITY,Rhinacanthus NASUTA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
276,Reinwardtia indica Dumort.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Reinwardtia indica,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
277,Rauvolfia TETRAPHYLLA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Rauvolfia TETRAPHYLLA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
278,Rauvolfia SERPENTINA (L.) Benth. ex Kurz.,BINOMIAL_PARENTHETICAL_AUTHORITY,Rauvolfia SERPENTINA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
279,Ranunculus SCELERATUS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Ranunculus SCELERATUS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
280,Oxyceros longiflorus (Lam.) T.Yamaz.,BINOMIAL_PARENTHETICAL_AUTHORITY,Oxyceros longiflorus,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
281,aidia DENSIFLORA (Wall.) Masam.,BINOMIAL_PARENTHETICAL_AUTHORITY,aidia DENSIFLORA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
282,Combretum indicum (L.) De Filipps.,BINOMIAL_PARENTHETICAL_AUTHORITY,Combretum indicum,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
283,Punica GRANATUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Punica GRANATUM,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
284,Pueraria TUBEROSA (Willd.) DC.,BINOMIAL_PARENTHETICAL_AUTHORITY,Pueraria TUBEROSA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
285,Pterygota ALATA (Roxb.) R. Br.,BINOMIAL_PARENTHETICAL_AUTHORITY,Pterygota ALATA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
286,Pterospermum ACERIFOLIUM (L.) Willd.,BINOMIAL_PARENTHETICAL_AUTHORITY,Pterospermum ACERIFOLIUM,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
287,Psidium GUAJAVA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Psidium GUAJAVA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
288,Premna CORYMBOSA Rottler & Willd.,MULTI_AUTHOR_OR_COMPLEX,Premna CORYMBOSA,SAFE_CANDIDATE,Preserved first two tokens as binomial; stripped compound or multi-token author citation.
289,Premna ESCULENTA Roxb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Premna ESCULENTA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
290,Pouzolzia ZEYLANICA (L.) Benn.,BINOMIAL_PARENTHETICAL_AUTHORITY,Pouzolzia ZEYLANICA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
291,Pothos SCANDENS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Pothos SCANDENS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
292,Portulaca OLERACEA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Portulaca OLERACEA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
293,polygonum PLEBEIUM R. Br.,MULTI_AUTHOR_OR_COMPLEX,polygonum PLEBEIUM,SAFE_CANDIDATE,Preserved first two tokens as binomial; stripped compound or multi-token author citation.
294,Polygala ARVENSIS Willd,SIMPLE_BINOMIAL_WITH_AUTHORITY,Polygala ARVENSIS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
