inchikey_connectivity,split,n_records,median_pchembl,min_pchembl,max_pchembl,conflict_T6,conflict_T5,label_T6,label_T5
GEHUNGKNSFDUNT,training_pool,1,4.86,4.86,4.86,False,False,0.0,0.0
GEPDHYISDWHCFI,training_pool,1,5.76,5.76,5.76,False,False,0.0,1.0
GFCKKPYXWBFRGZ,training_pool,1,5.62,5.62,5.62,False,False,0.0,1.0
GFCNORPCMFOXDQ,training_pool,1,4.2,4.2,4.2,False,False,0.0,0.0
GFNWGBYBUTUKRT,training_pool,1,4.02,4.02,4.02,False,False,0.0,0.0
GGNKIZROYJYQFI,training_pool,1,5.55,5.55,5.55,False,False,0.0,1.0
GGUFDSKGQOZGOY,training_pool,1,5.3,5.3,5.3,False,False,0.0,1.0
GGXFKADPPPKJCP,training_pool,1,4.82,4.82,4.82,False,False,0.0,0.0
GHHGHECKSJIOSV,training_pool,1,4.88,4.88,4.88,False,False,0.0,0.0
GHMQDKBUBCXCIU,training_pool,1,4.14,4.14,4.14,False,False,0.0,0.0
GHWDYDZKPBQMDU,training_pool,1,5.4,5.4,5.4,False,False,0.0,1.0
GIWZTQFUECPCLL,training_pool,1,6.92,6.92,6.92,False,False,1.0,1.0
GJGZQTGPOKPFES,training_pool,1,4.52,4.52,4.52,False,False,0.0,0.0
GJHBKVIBXKWYDK,training_pool,1,4.5,4.5,4.5,False,False,0.0,0.0
GJJLQHZLDVACIM,training_pool,1,5.28,5.28,5.28,False,False,0.0,1.0
GJKQLIDFFREHGO,training_pool,1,4.38,4.38,4.38,False,False,0.0,0.0
GKIRPKYJQBWNGO,training_pool,1,6.46,6.46,6.46,False,False,1.0,1.0
GKKBODHPYCNSJW,training_pool,1,4.85,4.85,4.85,False,False,0.0,0.0
GKVLLUZKLDCBMI,training_pool,1,5.5,5.5,5.5,False,False,0.0,1.0
GKXNZJUXHVSZFS,training_pool,1,4.72,4.72,4.72,False,False,0.0,0.0
GLEVLJDDWXEYCO,flora,1,6.89,6.89,6.89,False,False,1.0,1.0
GLTBQIQVABRDDZ,training_pool,1,4.39,4.39,4.39,False,False,0.0,0.0
GLVAUDGFNGKCSF,training_pool,1,4.79,4.79,4.79,False,False,0.0,0.0
GMFBOPYRPYUAME,training_pool,1,4.73,4.73,4.73,False,False,0.0,0.0
GMJYRAHZKNJEBS,training_pool,1,6.68,6.68,6.68,False,False,1.0,1.0
GNORNMPAKCRTJW,training_pool,1,4.28,4.28,4.28,False,False,0.0,0.0
GOERAAJVARXHDP,training_pool,1,5.37,5.37,5.37,False,False,0.0,1.0
GOJNWJGEIYVWOM,training_pool,1,4.98,4.98,4.98,False,False,0.0,0.0
GPEWMCZCFCZAEI,training_pool,1,5.19,5.19,5.19,False,False,0.0,1.0
GPJAJRBERGQWNQ,training_pool,1,4.06,4.06,4.06,False,False,0.0,0.0
GRGAGIRZLRLUOU,training_pool,1,8.4,8.4,8.4,False,False,1.0,1.0
GRJJUQLZQNYHJX,training_pool,1,4.0,4.0,4.0,False,False,0.0,0.0
GROVAYYDTFNUGO,training_pool,1,4.53,4.53,4.53,False,False,0.0,0.0
GROWJVVYZNHPQX,training_pool,1,4.98,4.98,4.98,False,False,0.0,0.0
GSZWZSRNHIQEMV,training_pool,1,4.46,4.46,4.46,False,False,0.0,0.0
GUGJGWOGSMWEFN,training_pool,1,5.0,5.0,5.0,False,False,0.0,1.0
GUKNLPLKUUCJEO,training_pool,1,5.06,5.06,5.06,False,False,0.0,1.0
GUQAIXOPXQIGPX,training_pool,1,4.59,4.59,4.59,False,False,0.0,0.0
GUQWKAAPVZSUBR,training_pool,1,4.51,4.51,4.51,False,False,0.0,0.0
GUXWELWUSVXSOL,training_pool,1,4.84,4.84,4.84,False,False,0.0,0.0
GVZQSPAADZTMEY,training_pool,1,4.17,4.17,4.17,False,False,0.0,0.0
GWZRAVGMSZQUBC,training_pool,1,4.83,4.83,4.83,False,False,0.0,0.0
GXYBYLNYVQUPKN,training_pool,1,4.75,4.75,4.75,False,False,0.0,0.0
GYZJUILUWRJEPQ,training_pool,1,4.98,4.98,4.98,False,False,0.0,0.0
HAHUTJAVRAAKRI,training_pool,1,5.24,5.24,5.24,False,False,0.0,1.0
HAUPIEHCTKNHQE,training_pool,1,5.24,5.24,5.24,False,False,0.0,1.0
HAYNMANUJNGMAK,training_pool,1,4.32,4.32,4.32,False,False,0.0,0.0
HCFVSOWMOSKBIS,training_pool,1,6.0,6.0,6.0,False,False,1.0,1.0
HCLDEAKINXYGOQ,training_pool,1,6.14,6.14,6.14,False,False,1.0,1.0
HDHVBONRYXNNBE,training_pool,1,5.84,5.84,5.84,False,False,0.0,1.0
HDLUQWDWOQUBJE,training_pool,1,5.85,5.85,5.85,False,False,0.0,1.0
HDQQMCAWIOCJQX,training_pool,1,6.0,6.0,6.0,False,False,1.0,1.0
HDRZLWOQFMULDF,training_pool,1,6.4,6.4,6.4,False,False,1.0,1.0
HDUWKQUHMUSICC,training_pool,1,5.8,5.8,5.8,False,False,0.0,1.0
HECRGEOVILEIIV,training_pool,1,5.23,5.23,5.23,False,False,0.0,1.0
HEFNNWSXXWATRW,training_pool,16,5.359999999999999,4.47,7.01,True,True,,
HEFVETXYFDNJSY,training_pool,1,4.34,4.34,4.34,False,False,0.0,0.0
HELNMYZMCKEMQE,training_pool,1,4.39,4.39,4.39,False,False,0.0,0.0
HEQWADUEXFRBSK,training_pool,1,4.01,4.01,4.01,False,False,0.0,0.0
HEVICQKVVHUFCP,training_pool,1,4.84,4.84,4.84,False,False,0.0,0.0
HFGVQPHQMVEBSM,training_pool,1,6.6,6.6,6.6,False,False,1.0,1.0
HFLBVHGFPPEJBA,training_pool,1,4.96,4.96,4.96,False,False,0.0,0.0
HGNVNEHXVGVEEW,training_pool,1,5.77,5.77,5.77,False,False,0.0,1.0
HHVZVZROMKWNAA,training_pool,1,5.59,5.59,5.59,False,False,0.0,1.0
HIBJBQHIPBDTHC,training_pool,1,4.74,4.74,4.74,False,False,0.0,0.0
HIYLHOMIZRMDED,training_pool,1,5.67,5.67,5.67,False,False,0.0,1.0
HJOZSCMVCHEQAP,training_pool,1,4.38,4.38,4.38,False,False,0.0,0.0
HJXGHQHNLMGAEH,training_pool,1,6.77,6.77,6.77,False,False,1.0,1.0
HJYGGOKJDNHJDO,training_pool,1,5.68,5.68,5.68,False,False,0.0,1.0
HKEXIKYWKAOJNB,training_pool,1,5.06,5.06,5.06,False,False,0.0,1.0
HKVZBYBONFUCGP,training_pool,1,4.38,4.38,4.38,False,False,0.0,0.0
HKYOEFBHYOKXNK,training_pool,1,5.72,5.72,5.72,False,False,0.0,1.0
HMBUMPBGRPVQME,training_pool,1,4.03,4.03,4.03,False,False,0.0,0.0
HMHXVDCLXRSDCH,training_pool,1,4.19,4.19,4.19,False,False,0.0,0.0
HMJIFVUIWWNNCU,training_pool,1,4.17,4.17,4.17,False,False,0.0,0.0
HMKMEDJAHJBTLO,training_pool,1,5.24,5.24,5.24,False,False,0.0,1.0
HNYCLIXXFVNJEY,training_pool,1,5.3,5.3,5.3,False,False,0.0,1.0
HNZGGCXVUAIRRY,training_pool,1,4.72,4.72,4.72,False,False,0.0,0.0
HOMYPBUWCGCCFD,training_pool,1,5.72,5.72,5.72,False,False,0.0,1.0
HONHICONPPFBQI,training_pool,1,5.72,5.72,5.72,False,False,0.0,1.0
HPDQSHOMJINQDT,training_pool,1,4.87,4.87,4.87,False,False,0.0,0.0
HPEAMDIOUYALCD,training_pool,1,5.72,5.72,5.72,False,False,0.0,1.0
HPIHVVAXNOHCLX,training_pool,1,5.52,5.52,5.52,False,False,0.0,1.0
HQANSWKPIXZJFZ,training_pool,1,5.0,5.0,5.0,False,False,0.0,1.0
HRACPZWYKJGXAW,training_pool,1,4.39,4.39,4.39,False,False,0.0,0.0
HRYWWQCLGHKRLN,training_pool,1,5.7,5.7,5.7,False,False,0.0,1.0
HSDHFABJOGIQMI,training_pool,1,4.42,4.42,4.42,False,False,0.0,0.0
HSQNMFWBBWIOJR,training_pool,1,4.34,4.34,4.34,False,False,0.0,0.0
HTGJPRXIOZGYBK,training_pool,1,4.4,4.4,4.4,False,False,0.0,0.0
HTJQZZNOKKCVMQ,training_pool,1,6.92,6.92,6.92,False,False,1.0,1.0
HTWCOXZWZHJHKU,training_pool,1,4.08,4.08,4.08,False,False,0.0,0.0
HUFXCDXXKBCLOZ,training_pool,1,4.29,4.29,4.29,False,False,0.0,0.0
HUIJXLJDUOVQJF,training_pool,1,5.64,5.64,5.64,False,False,0.0,1.0
HUPDAGNLIGTVIB,training_pool,1,5.52,5.52,5.52,False,False,0.0,1.0
HUQCYZLKBCHDRR,training_pool,1,4.35,4.35,4.35,False,False,0.0,0.0
HUQIOADISQYXAW,training_pool,1,5.0,5.0,5.0,False,False,0.0,1.0
HUVCBGHNHBHJBX,training_pool,1,5.8,5.8,5.8,False,False,0.0,1.0
HUXWABQXOMQIFX,training_pool,1,4.92,4.92,4.92,False,False,0.0,0.0
HVEDKDPYKOZMSP,training_pool,1,6.52,6.52,6.52,False,False,1.0,1.0
HVQDIKGNRQZLDX,training_pool,1,4.4,4.4,4.4,False,False,0.0,0.0
HXAMHEIGBVROQA,training_pool,1,6.78,6.78,6.78,False,False,1.0,1.0
HXFGFGZDOOZLTH,training_pool,1,7.34,7.34,7.34,False,False,1.0,1.0
HXYYZKGEOWXAKH,training_pool,1,5.39,5.39,5.39,False,False,0.0,1.0
HYEBIIAQOZKAGA,training_pool,2,5.3149999999999995,5.3,5.33,False,False,0.0,1.0
HYRVVXJWCJCBMU,training_pool,1,4.3,4.3,4.3,False,False,0.0,0.0
HYUCGYXDBKSSCK,training_pool,1,4.27,4.27,4.27,False,False,0.0,0.0
HYWYRSMBCFDLJT,training_pool,8,4.71,4.23,5.91,False,True,0.0,
HYYBABOKPJLUIN,training_pool,2,5.77,4.6,6.94,True,True,,
HZOJRKQNFXRROG,training_pool,1,5.08,5.08,5.08,False,False,0.0,1.0
IASRLWJBTIOCKI,training_pool,1,4.45,4.45,4.45,False,False,0.0,0.0
IBIFILNFQVGVIU,training_pool,1,5.72,5.72,5.72,False,False,0.0,1.0
IBMWAPWIRVLFOV,training_pool,1,5.92,5.92,5.92,False,False,0.0,1.0
ICDSJXFGHZUWFH,training_pool,1,4.75,4.75,4.75,False,False,0.0,0.0
ICIJMDHJVQIVKT,training_pool,1,4.32,4.32,4.32,False,False,0.0,0.0
ICMSKRHXJISXDV,training_pool,1,4.42,4.42,4.42,False,False,0.0,0.0
IDELKTXTBWZYOR,training_pool,1,4.53,4.53,4.53,False,False,0.0,0.0
IDENNTNTBJLZFR,training_pool,1,5.02,5.02,5.02,False,False,0.0,1.0
IDFHCDIRYRPEOQ,training_pool,3,4.44,4.0,5.3,False,True,0.0,
IDNWAVYPSUMAQZ,training_pool,1,4.94,4.94,4.94,False,False,0.0,0.0
IDSIKSBJODVQQS,training_pool,1,4.72,4.72,4.72,False,False,0.0,0.0
IEPVUPAKSGZBAR,training_pool,1,4.77,4.77,4.77,False,False,0.0,0.0
IEWFZNLCMANOLT,training_pool,1,4.75,4.75,4.75,False,False,0.0,0.0
IEZXKXSCRRMNQK,training_pool,1,4.53,4.53,4.53,False,False,0.0,0.0
IFEKYQSFTRTHPI,training_pool,1,4.56,4.56,4.56,False,False,0.0,0.0
IFGXBKHMKNMZBN,training_pool,1,4.41,4.41,4.41,False,False,0.0,0.0
IFIXXFKTBDCXOX,training_pool,1,4.28,4.28,4.28,False,False,0.0,0.0
IFODKGWTTXTEEP,training_pool,1,6.7,6.7,6.7,False,False,1.0,1.0
IFUPUDHACSOAHJ,training_pool,1,4.46,4.46,4.46,False,False,0.0,0.0
IFWCFNSNAXCZCB,training_pool,1,5.57,5.57,5.57,False,False,0.0,1.0
IFYRDAMGDDMFTC,training_pool,1,4.72,4.72,4.72,False,False,0.0,0.0
IGZRBPKGKADYLT,training_pool,1,4.3,4.3,4.3,False,False,0.0,0.0
IHVRWFJGOIWMGC,training_pool,1,4.59,4.59,4.59,False,False,0.0,0.0
IIOCQNZXDWCITD,training_pool,1,5.03,5.03,5.03,False,False,0.0,1.0
IIUNAOHQWDCVIM,training_pool,1,5.04,5.04,5.04,False,False,0.0,1.0
IIXQVHOWQHXBKW,training_pool,1,5.38,5.38,5.38,False,False,0.0,1.0
IJKTZMQKLGUFEI,training_pool,1,7.13,7.13,7.13,False,False,1.0,1.0
IJPRCYUBHPNMEA,training_pool,1,6.57,6.57,6.57,False,False,1.0,1.0
IJUKBQSJNKIKII,training_pool,1,4.37,4.37,4.37,False,False,0.0,0.0
IKICLORDJDWQQL,training_pool,1,7.02,7.02,7.02,False,False,1.0,1.0
IKLZMKNMJGKUGX,training_pool,1,6.42,6.42,6.42,False,False,1.0,1.0
ILEDWLMCKZNDJK,flora,1,4.24,4.24,4.24,False,False,0.0,0.0
ILRCGYURZSFMEG,flora,1,4.14,4.14,4.14,False,False,0.0,0.0
INOBCEASFHTIOW,training_pool,1,6.41,6.41,6.41,False,False,1.0,1.0
INRQTVDUZFESAO,training_pool,2,4.855,4.82,4.89,False,False,0.0,0.0
INVCKDUZZKHUPH,training_pool,1,4.7,4.7,4.7,False,False,0.0,0.0
IPAVFMUBTIUYBW,training_pool,3,4.92,4.73,6.3,True,True,,
IPJJJUBJXLSQLJ,training_pool,1,4.89,4.89,4.89,False,False,0.0,0.0
IPSWLWPSIVTXOW,training_pool,1,5.97,5.97,5.97,False,False,0.0,1.0
IQNNMEXCEJZRBG,training_pool,1,4.7,4.7,4.7,False,False,0.0,0.0
IRKVLCOCTJNMRX,training_pool,1,5.29,5.29,5.29,False,False,0.0,1.0
ISLFLEUBAXYHSW,training_pool,1,4.62,4.62,4.62,False,False,0.0,0.0
ITDYPNOEEHONAH,flora,2,5.2,4.92,5.48,False,False,0.0,1.0
ITHOETOMDZFDFL,training_pool,1,4.97,4.97,4.97,False,False,0.0,0.0
ITPACPHPCYAFQJ,training_pool,1,4.7,4.7,4.7,False,False,0.0,0.0
ITXKLTRVWHOZFH,training_pool,1,4.15,4.15,4.15,False,False,0.0,0.0
ITXUVIRIRIWMQU,training_pool,1,5.74,5.74,5.74,False,False,0.0,1.0
IUALIHPRDXWTSS,training_pool,1,4.0,4.0,4.0,False,False,0.0,0.0
IVFLIKKKPPQPPN,training_pool,1,6.05,6.05,6.05,False,False,1.0,1.0
IVQJGLCSKNJIAD,training_pool,1,6.22,6.22,6.22,False,False,1.0,1.0
IWBGGEKASHWNAZ,training_pool,1,5.02,5.02,5.02,False,False,0.0,1.0
IWKSDLMZQBOAMX,training_pool,1,4.52,4.52,4.52,False,False,0.0,0.0
IWVIAQATQSFURE,training_pool,1,4.1,4.1,4.1,False,False,0.0,0.0
IXJJAPZCYPSAJH,training_pool,1,4.6,4.6,4.6,False,False,0.0,0.0
IXKTZYSXGKMTDA,training_pool,1,4.06,4.06,4.06,False,False,0.0,0.0
IYNNULVHDYXAQY,training_pool,1,5.42,5.42,5.42,False,False,0.0,1.0
IZSPRRJOCQMXKB,training_pool,1,4.43,4.43,4.43,False,False,0.0,0.0
JAIOAMPOGJIYQK,training_pool,1,5.16,5.16,5.16,False,False,0.0,1.0
JAKLWQFGJXPTHN,training_pool,1,4.1,4.1,4.1,False,False,0.0,0.0
JAKUSVQKFVDBEC,training_pool,1,6.24,6.24,6.24,False,False,1.0,1.0
JAPKJIUHTVTGNM,training_pool,1,4.36,4.36,4.36,False,False,0.0,0.0
JAQSXADRWSRLBT,training_pool,1,4.72,4.72,4.72,False,False,0.0,0.0
JBRIUIQTRLLQOW,training_pool,1,5.92,5.92,5.92,False,False,0.0,1.0
JCDUSBLGGASDIN,training_pool,1,5.0,5.0,5.0,False,False,0.0,1.0
JCKMCGRZLQGGCS,training_pool,1,4.36,4.36,4.36,False,False,0.0,0.0
JCWJHMWNMPFPCO,training_pool,1,5.56,5.56,5.56,False,False,0.0,1.0
JDAUSBADDDDUKJ,training_pool,1,5.36,5.36,5.36,False,False,0.0,1.0
JDCWOBTUQSMXDU,training_pool,1,5.24,5.24,5.24,False,False,0.0,1.0
JDHXETUHOJCQRX,training_pool,1,4.93,4.93,4.93,False,False,0.0,0.0
JDMCOHHLESGGIM,training_pool,1,6.47,6.47,6.47,False,False,1.0,1.0
JDTBZAHAUIUATQ,training_pool,1,5.54,5.54,5.54,False,False,0.0,1.0
JDXXMVLLXMDCMQ,training_pool,1,4.38,4.38,4.38,False,False,0.0,0.0
JFTYUKJRCTXQSJ,training_pool,1,5.75,5.75,5.75,False,False,0.0,1.0
JGPRUEXSKNEPHR,training_pool,2,4.9,4.04,5.76,False,True,0.0,
JHBIMJKLBUMNAU,training_pool,1,4.5,4.5,4.5,False,False,0.0,0.0
JHINOHPYDGQNSD,training_pool,1,6.26,6.26,6.26,False,False,1.0,1.0
JHLKLBNQQLKWOW,training_pool,1,5.52,5.52,5.52,False,False,0.0,1.0
JHMGVWICIJTVHP,training_pool,3,5.47,5.12,6.48,True,False,,1.0
JIAQEPVMVLWTJM,training_pool,1,5.64,5.64,5.64,False,False,0.0,1.0
JINJJDHGBJMQJW,training_pool,1,7.26,7.26,7.26,False,False,1.0,1.0
JINPXZJMGFJFDX,training_pool,1,4.7,4.7,4.7,False,False,0.0,0.0
JIUBJFJXEOSCTQ,training_pool,1,4.29,4.29,4.29,False,False,0.0,0.0
JIWYVCWNXNRMFT,training_pool,1,5.88,5.88,5.88,False,False,0.0,1.0
JJMVXONVEGKMAM,training_pool,1,6.44,6.44,6.44,False,False,1.0,1.0
JJNQRIBTBNZQBJ,training_pool,1,5.66,5.66,5.66,False,False,0.0,1.0
JJWCCMOALVRLLA,training_pool,1,6.13,6.13,6.13,False,False,1.0,1.0
JJXVHAQVSGDBJB,training_pool,1,4.25,4.25,4.25,False,False,0.0,0.0
JKHHUOVVMIFTNS,training_pool,1,4.75,4.75,4.75,False,False,0.0,0.0
JKIJGZFGVWTESY,training_pool,1,4.58,4.58,4.58,False,False,0.0,0.0
JKOWVRMWEPTPOD,training_pool,1,5.48,5.48,5.48,False,False,0.0,1.0
JKYXBRQGOLJYPF,training_pool,1,5.0,5.0,5.0,False,False,0.0,1.0
JLNFQYSZNBKQDV,training_pool,1,6.75,6.75,6.75,False,False,1.0,1.0
JMHYAXLRTPAZFX,training_pool,1,4.28,4.28,4.28,False,False,0.0,0.0
JMNWKILWCRGRGO,training_pool,1,4.36,4.36,4.36,False,False,0.0,0.0
JMQASNOHJLGJPA,training_pool,1,5.2,5.2,5.2,False,False,0.0,1.0
JMZKNBTXBGLHEO,training_pool,1,6.98,6.98,6.98,False,False,1.0,1.0
JNDQXJQXEITGBL,training_pool,1,6.3,6.3,6.3,False,False,1.0,1.0
JNEDVCOEBJNUCM,training_pool,1,4.58,4.58,4.58,False,False,0.0,0.0
JNSDQPNIRFNWLJ,training_pool,1,6.77,6.77,6.77,False,False,1.0,1.0
JOBQMBHNCXPGBC,training_pool,3,5.57,4.2,6.85,True,True,,
JOCQYAWUXFAKQG,training_pool,1,4.32,4.32,4.32,False,False,0.0,0.0
JOSISWVZUZWBEX,training_pool,1,4.44,4.44,4.44,False,False,0.0,0.0
JPIGIUVXKZACAJ,training_pool,1,4.7,4.7,4.7,False,False,0.0,0.0
JPTYTZASFHUDCV,training_pool,1,4.55,4.55,4.55,False,False,0.0,0.0
JPWVMGPBBNJBBV,training_pool,1,4.59,4.59,4.59,False,False,0.0,0.0
JPWYHHBGIBBALT,training_pool,2,4.800000000000001,4.03,5.57,False,True,0.0,
JQRSXCMDPLDAJV,training_pool,1,5.06,5.06,5.06,False,False,0.0,1.0
JSBPAPUFFHHZLN,training_pool,1,4.67,4.67,4.67,False,False,0.0,0.0
JTTYFZDJLZNVDJ,training_pool,1,4.11,4.11,4.11,False,False,0.0,0.0
JUGSAWFPXQSLMJ,training_pool,1,4.09,4.09,4.09,False,False,0.0,0.0
JUNZBTTUERRVNR,training_pool,1,4.28,4.28,4.28,False,False,0.0,0.0
JVSUFGDPEPHINB,training_pool,1,5.96,5.96,5.96,False,False,0.0,1.0
JVTATFGCZBSYAY,training_pool,1,5.36,5.36,5.36,False,False,0.0,1.0
JWIPYSWKJTZWIL,training_pool,1,4.22,4.22,4.22,False,False,0.0,0.0
JWSYDZNIYSFRNJ,training_pool,1,5.42,5.42,5.42,False,False,0.0,1.0
JWSZCVWFUJUURI,training_pool,1,4.24,4.24,4.24,False,False,0.0,0.0
JXSVJEKTMZHWFF,training_pool,1,6.0,6.0,6.0,False,False,1.0,1.0
JZFPYUNJRRFVQU,training_pool,1,5.97,5.97,5.97,False,False,0.0,1.0
JZYOYHBIFAROBY,training_pool,1,4.73,4.73,4.73,False,False,0.0,0.0
KALILMBKRIYSJC,training_pool,1,7.05,7.05,7.05,False,False,1.0,1.0
KAMSHHHKVKJGLB,training_pool,2,5.324999999999999,5.26,5.39,False,False,0.0,1.0
KBPIAEVSGWRJLE,training_pool,1,4.76,4.76,4.76,False,False,0.0,0.0
KBSBTAFVYAMCHK,training_pool,1,5.52,5.52,5.52,False,False,0.0,1.0
KBTZNTKGFHORAG,training_pool,1,4.33,4.33,4.33,False,False,0.0,0.0
KCJCQVZULLHZIU,training_pool,1,5.99,5.99,5.99,False,False,0.0,1.0
KDIWFKFUVQXPCD,training_pool,1,4.52,4.52,4.52,False,False,0.0,0.0
KDTLJGOHMIZKCT,training_pool,1,5.0,5.0,5.0,False,False,0.0,1.0
KEHIUHIQIPZQRY,training_pool,1,4.74,4.74,4.74,False,False,0.0,0.0
KFKDLUWHGCASGF,training_pool,1,4.25,4.25,4.25,False,False,0.0,0.0
KFKIOJSNPDLTTQ,training_pool,1,4.24,4.24,4.24,False,False,0.0,0.0
KFMKDAFANAIVEZ,training_pool,1,5.76,5.76,5.76,False,False,0.0,1.0
KFYRACZHGALBMT,training_pool,1,4.37,4.37,4.37,False,False,0.0,0.0
KFZSJIORILAODE,training_pool,1,5.64,5.64,5.64,False,False,0.0,1.0
KGMBHQHCFFDTJI,training_pool,1,6.38,6.38,6.38,False,False,1.0,1.0
KGOPIJQFLBPLCD,training_pool,1,6.27,6.27,6.27,False,False,1.0,1.0
KHBZYYUMMPHBTC,training_pool,1,6.6,6.6,6.6,False,False,1.0,1.0
KHPKQFYUPIUARC,training_pool,1,8.15,8.15,8.15,False,False,1.0,1.0
KHRAUOJCUCLLJE,training_pool,1,5.82,5.82,5.82,False,False,0.0,1.0
KHTBPJNKFSTZEM,training_pool,1,4.15,4.15,4.15,False,False,0.0,0.0
KIFRAXIFCYILCZ,training_pool,1,4.7,4.7,4.7,False,False,0.0,0.0
KIRCDVHSWKUPPF,training_pool,1,6.17,6.17,6.17,False,False,1.0,1.0
KJCDNRSCHQWHKE,training_pool,1,5.86,5.86,5.86,False,False,0.0,1.0
KJSXZRPNUTVPIS,training_pool,1,5.15,5.15,5.15,False,False,0.0,1.0
KJUCYHRLQYDCLP,training_pool,1,4.23,4.23,4.23,False,False,0.0,0.0
KKFMRZKIVBGQGT,training_pool,1,4.0,4.0,4.0,False,False,0.0,0.0
KLFIASJIUCZZHS,training_pool,1,4.34,4.34,4.34,False,False,0.0,0.0
KLKCPIJDMUXRSE,training_pool,1,5.0,5.0,5.0,False,False,0.0,1.0
KLQYRGLUEBNTQS,training_pool,1,5.07,5.07,5.07,False,False,0.0,1.0
KMLNWQPYFBIALN,training_pool,1,4.81,4.81,4.81,False,False,0.0,0.0
KNSJGVMOBINZFT,training_pool,1,5.35,5.35,5.35,False,False,0.0,1.0
KOFMTMMWWZKHPS,training_pool,1,5.58,5.58,5.58,False,False,0.0,1.0
KOIGRXYDVUDIGO,training_pool,1,5.26,5.26,5.26,False,False,0.0,1.0
KOOAIFWISQOCOY,training_pool,1,4.0,4.0,4.0,False,False,0.0,0.0
KOYUROFZGQHJJX,training_pool,1,4.52,4.52,4.52,False,False,0.0,0.0
KPHWPUGNDIVLNH,training_pool,2,8.46,8.4,8.52,False,False,1.0,1.0
KPMUSPUIKVTNQJ,training_pool,1,6.0,6.0,6.0,False,False,1.0,1.0
KQBTWCZJNAENTC,training_pool,1,4.11,4.11,4.11,False,False,0.0,0.0
KQOKTTMHRDSUKU,training_pool,1,5.02,5.02,5.02,False,False,0.0,1.0
KQTHZTGSWCOVER,training_pool,1,4.82,4.82,4.82,False,False,0.0,0.0
KQVXEUPXZOZBRD,training_pool,1,4.86,4.86,4.86,False,False,0.0,0.0
KQWMBKXAUUWQNW,training_pool,1,5.21,5.21,5.21,False,False,0.0,1.0
KRDZPLIXVXKNST,training_pool,1,4.4,4.4,4.4,False,False,0.0,0.0
KRRJBYIMYRNALK,training_pool,1,6.17,6.17,6.17,False,False,1.0,1.0
KSCDBBDAERUVEP,training_pool,1,5.53,5.53,5.53,False,False,0.0,1.0
KSLKJFIICOYAEA,training_pool,1,5.36,5.36,5.36,False,False,0.0,1.0
KSSRZUXSJXSLKY,training_pool,1,5.8,5.8,5.8,False,False,0.0,1.0
KSTAZGPUGYBZCK,training_pool,1,5.14,5.14,5.14,False,False,0.0,1.0
KSVRGMHIRVZLOF,training_pool,1,4.62,4.62,4.62,False,False,0.0,0.0
KTDZCOWXCWUPEO,training_pool,3,5.48,4.45,5.52,False,True,0.0,
KTKCZPLFGOBQDX,training_pool,1,5.82,5.82,5.82,False,False,0.0,1.0
KTYHBJKSZMFDKJ,training_pool,1,4.16,4.16,4.16,False,False,0.0,0.0
KUEAEXWZVKGDAE,training_pool,1,5.84,5.84,5.84,False,False,0.0,1.0
KUIFHRZDNYUKEH,training_pool,1,4.36,4.36,4.36,False,False,0.0,0.0
KVAJWEXPGHVHJA,training_pool,1,5.23,5.23,5.23,False,False,0.0,1.0
KVRGMJQYLQFFQG,training_pool,1,5.57,5.57,5.57,False,False,0.0,1.0
KVSKGMLNBAPGKH,training_pool,1,5.68,5.68,5.68,False,False,0.0,1.0
KVUASUDFPOEMLR,training_pool,1,4.39,4.39,4.39,False,False,0.0,0.0
KWFULVIDINHCKV,training_pool,1,5.13,5.13,5.13,False,False,0.0,1.0
KXCJXXZNWBYCRI,training_pool,1,6.7,6.7,6.7,False,False,1.0,1.0
KXQLLEQKHARGDS,training_pool,1,5.66,5.66,5.66,False,False,0.0,1.0
KYQWCQJWDVPXKY,training_pool,1,5.39,5.39,5.39,False,False,0.0,1.0
KYXDNECMRLFQMZ,training_pool,2,5.6,5.48,5.72,False,False,0.0,1.0
KZNGNTKISMAXAG,training_pool,2,4.130000000000001,4.07,4.19,False,False,0.0,0.0
LAHNGPIIMDWGRL,training_pool,1,5.0,5.0,5.0,False,False,0.0,1.0
LBLOARNXPIBFMP,training_pool,1,4.84,4.84,4.84,False,False,0.0,0.0
LBNHCYQCKKBHGE,training_pool,1,4.39,4.39,4.39,False,False,0.0,0.0
LBOBDIFHWJHTNO,training_pool,1,4.45,4.45,4.45,False,False,0.0,0.0
LBYJPBNSKPQLQT,training_pool,1,5.44,5.44,5.44,False,False,0.0,1.0
LCCVBKWYQBQOJT,training_pool,1,4.46,4.46,4.46,False,False,0.0,0.0
LCFBUUQCWVWOHS,training_pool,1,5.0,5.0,5.0,False,False,0.0,1.0
LDCMBBJYDFJBER,training_pool,1,4.24,4.24,4.24,False,False,0.0,0.0
LDOSUUFVLZSBCS,training_pool,1,5.38,5.38,5.38,False,False,0.0,1.0
LDTKUCHYCAUAFT,training_pool,1,5.22,5.22,5.22,False,False,0.0,1.0
LEBHTDYMZAMEEI,training_pool,1,5.1,5.1,5.1,False,False,0.0,1.0
LEHUSUMDRPMKOB,training_pool,1,4.39,4.39,4.39,False,False,0.0,0.0
LEZMCPKCMGTGPE,training_pool,1,5.43,5.43,5.43,False,False,0.0,1.0
