inchikey_connectivity,split,n_records,median_pchembl,min_pchembl,max_pchembl,conflict_T6,conflict_T5,label_T6,label_T5
FJQRBWIOLPBVTA,training_pool,1,8.4,8.4,8.4,False,False,1.0,1.0
FJVLAYQCSAEMHG,training_pool,1,7.19,7.19,7.19,False,False,1.0,1.0
FJVLFULBBXMDBS,training_pool,4,7.31,7.1,7.82,False,False,1.0,1.0
FJVRXFGIYNHBIR,training_pool,1,6.55,6.55,6.55,False,False,1.0,1.0
FJXCJWRRLVTBSO,training_pool,1,6.11,6.11,6.11,False,False,1.0,1.0
FJXHGDUMEUOBOT,training_pool,1,7.55,7.55,7.55,False,False,1.0,1.0
FKBGGHJHIOKBQW,training_pool,1,5.18,5.18,5.18,False,False,0.0,1.0
FKFGGTPHFRKKOS,training_pool,1,6.99,6.99,6.99,False,False,1.0,1.0
FKGMXMLKUGPSGH,training_pool,1,6.66,6.66,6.66,False,False,1.0,1.0
FKRGMKAZITYKGR,training_pool,1,6.99,6.99,6.99,False,False,1.0,1.0
FKRIWEMPRCOAKX,training_pool,1,7.36,7.36,7.36,False,False,1.0,1.0
FLERQJRELKLDIQ,training_pool,1,7.75,7.75,7.75,False,False,1.0,1.0
FLILBXBCHAHNMP,training_pool,1,5.17,5.17,5.17,False,False,0.0,1.0
FLPQQSAIERXZQO,training_pool,1,5.01,5.01,5.01,False,False,0.0,1.0
FLVUYAPQRNSZDJ,training_pool,2,6.68,6.51,6.85,False,False,1.0,1.0
FLXYEGPJLCNQPX,training_pool,1,8.4,8.4,8.4,False,False,1.0,1.0
FMIMEKPJOIWECI,training_pool,1,6.22,6.22,6.22,False,False,1.0,1.0
FMODWGAYNUFILH,training_pool,1,6.31,6.31,6.31,False,False,1.0,1.0
FMXPLCOPRJODRZ,training_pool,1,6.0,6.0,6.0,False,False,1.0,1.0
FNALGEDMFJISPC,training_pool,1,4.32,4.32,4.32,False,False,0.0,0.0
FNFUHIDPKXGQAG,training_pool,1,6.16,6.16,6.16,False,False,1.0,1.0
FNGMKPWLZXNWOD,training_pool,1,7.07,7.07,7.07,False,False,1.0,1.0
FNGMSYDWBSGMPR,training_pool,2,6.08,5.16,7.0,True,False,,1.0
FNICYHPQEDPWCH,training_pool,1,6.51,6.51,6.51,False,False,1.0,1.0
FNIONCZMHPLPSM,training_pool,1,5.38,5.38,5.38,False,False,0.0,1.0
FNPIRGWGKFWZNF,training_pool,1,4.68,4.68,4.68,False,False,0.0,0.0
FNPMPZHLRIIPHE,training_pool,1,6.97,6.97,6.97,False,False,1.0,1.0
FNUVWCBUDJAFOI,training_pool,1,5.56,5.56,5.56,False,False,0.0,1.0
FNZJPCKNJWRWME,training_pool,1,6.16,6.16,6.16,False,False,1.0,1.0
FOECKIWHCOYYFL,training_pool,1,5.06,5.06,5.06,False,False,0.0,1.0
FOHSKJVOAMOWHN,training_pool,1,7.41,7.41,7.41,False,False,1.0,1.0
FORAUJOOUWODMZ,training_pool,1,7.8,7.8,7.8,False,False,1.0,1.0
FOTJKGZGHZQSLX,training_pool,1,7.7,7.7,7.7,False,False,1.0,1.0
FOUBNASCZPSQBW,training_pool,1,4.85,4.85,4.85,False,False,0.0,0.0
FPBHFIQVIJADPD,training_pool,2,5.6,5.48,5.72,False,False,0.0,1.0
FPELOZBZQOVRQQ,training_pool,1,5.07,5.07,5.07,False,False,0.0,1.0
FPPBUGKMSBZZHX,training_pool,1,6.66,6.66,6.66,False,False,1.0,1.0
FPPHUFDYVUEOLY,training_pool,1,5.3,5.3,5.3,False,False,0.0,1.0
FPSUVIUWANQXKX,training_pool,1,8.3,8.3,8.3,False,False,1.0,1.0
FPVPADRYAMLFAX,training_pool,1,8.01,8.01,8.01,False,False,1.0,1.0
FPZPYMHOAMRFET,training_pool,2,8.35,8.0,8.7,False,False,1.0,1.0
FQDDEASFJHPCEE,training_pool,1,7.0,7.0,7.0,False,False,1.0,1.0
FQGKJLJYDGWNPW,training_pool,1,7.0,7.0,7.0,False,False,1.0,1.0
FQHFSRHRIAXUPP,training_pool,1,7.4,7.4,7.4,False,False,1.0,1.0
FQJOALWXRJKJFW,training_pool,1,7.16,7.16,7.16,False,False,1.0,1.0
FQKWRRCXSFSRHH,training_pool,1,4.06,4.06,4.06,False,False,0.0,0.0
FQRIFPCAIWLHHB,training_pool,1,5.2,5.2,5.2,False,False,0.0,1.0
FQRMAJBDQCYHAK,training_pool,1,5.16,5.16,5.16,False,False,0.0,1.0
FQTXOEJFNAEMRI,training_pool,1,6.57,6.57,6.57,False,False,1.0,1.0
FQVSKPHJHSJQMD,training_pool,1,6.16,6.16,6.16,False,False,1.0,1.0
FQWLMRXWKZGLFI,training_pool,1,5.47,5.47,5.47,False,False,0.0,1.0
FQXUBQQMTNPBIZ,training_pool,1,7.36,7.36,7.36,False,False,1.0,1.0
FQZPECQXBKABHG,training_pool,1,7.4,7.4,7.4,False,False,1.0,1.0
FRFCJIAKYHYRNY,training_pool,1,5.58,5.58,5.58,False,False,0.0,1.0
FRGVUXUFLCQOPD,training_pool,2,7.02,6.19,7.85,False,False,1.0,1.0
FRIIUWRGBWUBIL,training_pool,1,5.82,5.82,5.82,False,False,0.0,1.0
FRINERHVUNJDNZ,training_pool,1,5.52,5.52,5.52,False,False,0.0,1.0
FRIQYXIBHOGFRY,training_pool,1,4.58,4.58,4.58,False,False,0.0,0.0
FRLHQYBHNVGPBQ,training_pool,1,5.41,5.41,5.41,False,False,0.0,1.0
FRLZXIJLTHRCBS,training_pool,1,7.1,7.1,7.1,False,False,1.0,1.0
FRPMTGJEKAAEEN,training_pool,1,6.66,6.66,6.66,False,False,1.0,1.0
FRTUSDCXYHNLHG,training_pool,1,7.37,7.37,7.37,False,False,1.0,1.0
FRTXKVAQGAPQLV,training_pool,1,5.13,5.13,5.13,False,False,0.0,1.0
FRVHHWCNMORGDK,training_pool,1,6.59,6.59,6.59,False,False,1.0,1.0
FRVIHPRXADRXCS,training_pool,1,4.9,4.9,4.9,False,False,0.0,0.0
FRYNBCGGFZPXED,training_pool,1,6.16,6.16,6.16,False,False,1.0,1.0
FRZXOYSEVZVKOX,training_pool,1,5.64,5.64,5.64,False,False,0.0,1.0
FSGCXUHPVWVPFS,training_pool,2,9.1,9.1,9.1,False,False,1.0,1.0
FSIZMBYSTPBISJ,training_pool,1,6.91,6.91,6.91,False,False,1.0,1.0
FSLBQTAGYFUJKD,training_pool,2,6.93,6.55,7.31,False,False,1.0,1.0
FSNGJQINSSIKCT,training_pool,1,5.25,5.25,5.25,False,False,0.0,1.0
FSQKKOOTNAMONP,training_pool,1,8.0,8.0,8.0,False,False,1.0,1.0
FSTKZHSQBMVHOZ,training_pool,1,6.5,6.5,6.5,False,False,1.0,1.0
FSYXVZUOCPPOET,training_pool,1,6.25,6.25,6.25,False,False,1.0,1.0
FTANNSIJDUITEF,training_pool,2,7.48,6.44,8.52,False,False,1.0,1.0
FTBBFDSQPORVER,training_pool,1,4.71,4.71,4.71,False,False,0.0,0.0
FTJUWQKJMWEILQ,training_pool,2,6.8,5.8,7.8,True,False,,1.0
FTOCEOATMKZMBD,training_pool,1,5.33,5.33,5.33,False,False,0.0,1.0
FTQFBTMLLBSGPV,training_pool,1,4.89,4.89,4.89,False,False,0.0,0.0
FTQZTYNKJVJGGH,training_pool,1,4.61,4.61,4.61,False,False,0.0,0.0
FTTDILLURMJUFE,training_pool,1,4.3,4.3,4.3,False,False,0.0,0.0
FTUQENJZQBJPEU,training_pool,1,5.48,5.48,5.48,False,False,0.0,1.0
FUDHASBGRVLGEV,training_pool,1,8.1,8.1,8.1,False,False,1.0,1.0
FUHLJNQTSZQWBE,training_pool,2,8.77,8.77,8.77,False,False,1.0,1.0
FULAPETWGIGNMT,training_pool,1,6.85,6.85,6.85,False,False,1.0,1.0
FUNWFIDUKZOKJX,training_pool,1,5.99,5.99,5.99,False,False,0.0,1.0
FUQBRUVRCCSIJA,training_pool,1,6.66,6.66,6.66,False,False,1.0,1.0
FUUWECMEVRVWJE,training_pool,1,6.1,6.1,6.1,False,False,1.0,1.0
FUVNRKYQMRDBFA,training_pool,1,6.82,6.82,6.82,False,False,1.0,1.0
FVASPVMUIHTHCA,training_pool,2,6.945,6.0,7.89,False,False,1.0,1.0
FVERXBXRMODPCD,training_pool,1,6.55,6.55,6.55,False,False,1.0,1.0
FVKGCAKLTGGWRJ,training_pool,1,6.94,6.94,6.94,False,False,1.0,1.0
FVLUQPPCSMAAES,training_pool,1,5.82,5.82,5.82,False,False,0.0,1.0
FVPZIQRRQNJUHU,training_pool,1,7.54,7.54,7.54,False,False,1.0,1.0
FVRCIDOILZVWPL,training_pool,1,5.82,5.82,5.82,False,False,0.0,1.0
FVRONCXVPDNNAY,training_pool,1,5.33,5.33,5.33,False,False,0.0,1.0
FVRPJLVMXBTYQL,training_pool,1,7.51,7.51,7.51,False,False,1.0,1.0
FVSBJBDWRXNZCI,training_pool,1,5.92,5.92,5.92,False,False,0.0,1.0
FVTGEGACMCKYGO,training_pool,1,7.3,7.3,7.3,False,False,1.0,1.0
FVWXZOSVEOUFJP,training_pool,1,7.19,7.19,7.19,False,False,1.0,1.0
FVXJFRRMEFNCJH,training_pool,2,5.52,5.15,5.89,False,False,0.0,1.0
FVYHTJOFZUDSPQ,training_pool,1,6.14,6.14,6.14,False,False,1.0,1.0
FVYLDRLDRJJWDM,training_pool,1,6.54,6.54,6.54,False,False,1.0,1.0
FWFHWFAJGILODD,training_pool,2,6.9350000000000005,6.82,7.05,False,False,1.0,1.0
FWGZRKOIYICETM,training_pool,1,7.05,7.05,7.05,False,False,1.0,1.0
FWQXRJHYTOLKIZ,training_pool,1,6.72,6.72,6.72,False,False,1.0,1.0
FWSYZIGOTKGGTI,training_pool,1,7.3,7.3,7.3,False,False,1.0,1.0
FXAPKJSBNXUUIT,training_pool,1,5.24,5.24,5.24,False,False,0.0,1.0
FXCDZFFINLNOKB,training_pool,1,7.89,7.89,7.89,False,False,1.0,1.0
FXJCAIFBZLJKSL,training_pool,1,7.4,7.4,7.4,False,False,1.0,1.0
FXVJCDBNHDKTKV,training_pool,1,8.9,8.9,8.9,False,False,1.0,1.0
FXXJEARPECYZCK,training_pool,1,6.36,6.36,6.36,False,False,1.0,1.0
FXYRVVWCHMNASL,training_pool,1,7.48,7.48,7.48,False,False,1.0,1.0
FYGLYZANQPDFJP,training_pool,1,4.94,4.94,4.94,False,False,0.0,0.0
FYNBOGBNIRAUMO,training_pool,1,8.66,8.66,8.66,False,False,1.0,1.0
FYNBUNKTYJXSPL,training_pool,1,5.17,5.17,5.17,False,False,0.0,1.0
FYRCNOIXUSIORI,training_pool,1,8.52,8.52,8.52,False,False,1.0,1.0
FYZITHQCANUQCP,training_pool,2,7.199999999999999,7.1,7.3,False,False,1.0,1.0
FZCHAKCBHFTEOS,training_pool,1,4.92,4.92,4.92,False,False,0.0,0.0
FZCWJSIRPYGSIE,training_pool,2,6.42,5.77,7.07,True,False,,1.0
FZDZYBFQXQOSSE,training_pool,1,6.57,6.57,6.57,False,False,1.0,1.0
FZEGVBRYNLLTHR,training_pool,1,7.66,7.66,7.66,False,False,1.0,1.0
FZEOLZCBYJQGGE,training_pool,1,4.47,4.47,4.47,False,False,0.0,0.0
FZFFKGGXQBZHII,training_pool,1,4.72,4.72,4.72,False,False,0.0,0.0
FZIZEPNKLINHJQ,training_pool,2,5.95,5.44,6.46,True,False,,1.0
FZOUGCQOKXNQML,training_pool,1,7.05,7.05,7.05,False,False,1.0,1.0
FZTFVTPDNMGBRL,training_pool,1,7.52,7.52,7.52,False,False,1.0,1.0
FZVDHUZERNBKBW,training_pool,1,7.6,7.6,7.6,False,False,1.0,1.0
FZXHCCKCXBZUPR,training_pool,1,7.1,7.1,7.1,False,False,1.0,1.0
FZYAFLPJDVKKQI,training_pool,2,6.35,6.3,6.4,False,False,1.0,1.0
GAAWMIACGLOHRF,training_pool,2,7.32,6.82,7.82,False,False,1.0,1.0
GABHWWZRGKUDMT,training_pool,1,7.05,7.05,7.05,False,False,1.0,1.0
GAEQNHZHRYYMGB,training_pool,1,5.97,5.97,5.97,False,False,0.0,1.0
GAJUPZYRMFPEFR,training_pool,1,6.47,6.47,6.47,False,False,1.0,1.0
GALILRDSBSGUHA,training_pool,1,4.89,4.89,4.89,False,False,0.0,0.0
GAMVNGGEXGLJDG,training_pool,1,5.66,5.66,5.66,False,False,0.0,1.0
GARJEJNVEZULKF,training_pool,1,4.1,4.1,4.1,False,False,0.0,0.0
GARKKXFHXDZJSG,training_pool,1,7.92,7.92,7.92,False,False,1.0,1.0
GAZFWMPSEBFSJH,training_pool,1,7.34,7.34,7.34,False,False,1.0,1.0
GAZUHBWABSZZFH,training_pool,1,8.0,8.0,8.0,False,False,1.0,1.0
GBIPKCKGILNKEW,training_pool,1,6.57,6.57,6.57,False,False,1.0,1.0
GBXUIFUWBNPCAA,training_pool,1,6.25,6.25,6.25,False,False,1.0,1.0
GCCIOIMNXCNREZ,training_pool,1,6.66,6.66,6.66,False,False,1.0,1.0
GCVXPIPNRJHISW,training_pool,1,5.81,5.81,5.81,False,False,0.0,1.0
GCWPYEYIYFGUSM,training_pool,1,5.25,5.25,5.25,False,False,0.0,1.0
GDCOKFHRGLVSMN,training_pool,1,6.54,6.54,6.54,False,False,1.0,1.0
GDDLALIIWGWMCU,training_pool,1,6.7,6.7,6.7,False,False,1.0,1.0
GDEMRZBZXNJGFE,training_pool,2,5.8,5.8,5.8,False,False,0.0,1.0
GDHNBPHYVRHYCC,training_pool,1,5.78,5.78,5.78,False,False,0.0,1.0
GDQINPUKIUZAHG,training_pool,1,7.02,7.02,7.02,False,False,1.0,1.0
GDUSIQDNSPJJLQ,training_pool,1,6.8,6.8,6.8,False,False,1.0,1.0
GDXBMARFQKCCNT,training_pool,1,4.07,4.07,4.07,False,False,0.0,0.0
GDYDRQVQNPLRSD,training_pool,1,6.47,6.47,6.47,False,False,1.0,1.0
GEEZQNAIPKZMRR,training_pool,1,5.33,5.33,5.33,False,False,0.0,1.0
GEGCOWWPAASWFP,training_pool,1,6.37,6.37,6.37,False,False,1.0,1.0
GEHHXAYNLIDWML,training_pool,1,6.17,6.17,6.17,False,False,1.0,1.0
GEHUNGKNSFDUNT,training_pool,1,7.8,7.8,7.8,False,False,1.0,1.0
GEHWHZMVFWHVDK,training_pool,1,5.38,5.38,5.38,False,False,0.0,1.0
GELQJOQQFGAGAR,training_pool,1,5.45,5.45,5.45,False,False,0.0,1.0
GEPDHYISDWHCFI,training_pool,1,5.8,5.8,5.8,False,False,0.0,1.0
GEQJBYFLKSKJBG,training_pool,1,7.24,7.24,7.24,False,False,1.0,1.0
GERZTEWXMYZPMO,training_pool,1,7.64,7.64,7.64,False,False,1.0,1.0
GETIWNVFROKEKU,training_pool,1,5.12,5.12,5.12,False,False,0.0,1.0
GEUMKTAAPQZMEC,training_pool,1,6.58,6.58,6.58,False,False,1.0,1.0
GEUNDIMUSVIPTM,training_pool,1,6.89,6.89,6.89,False,False,1.0,1.0
GEWHIXBKRQGZNW,training_pool,1,6.68,6.68,6.68,False,False,1.0,1.0
GEZMSDKWOULHOA,training_pool,1,4.54,4.54,4.54,False,False,0.0,0.0
GFCKKPYXWBFRGZ,training_pool,2,6.234999999999999,5.92,6.55,False,False,1.0,1.0
GFCNORPCMFOXDQ,training_pool,1,5.33,5.33,5.33,False,False,0.0,1.0
GFECJSAJCVJBKE,training_pool,1,6.34,6.34,6.34,False,False,1.0,1.0
GFNWGBYBUTUKRT,training_pool,1,5.48,5.48,5.48,False,False,0.0,1.0
GFSSPOGZPVYEQV,training_pool,1,6.28,6.28,6.28,False,False,1.0,1.0
GFTBZCVTMAPTNR,training_pool,1,6.72,6.72,6.72,False,False,1.0,1.0
GGNKIZROYJYQFI,training_pool,1,4.64,4.64,4.64,False,False,0.0,0.0
GGRHCGFYZFFSLC,training_pool,1,5.77,5.77,5.77,False,False,0.0,1.0
GGUHDJWTOGQXHU,training_pool,1,7.37,7.37,7.37,False,False,1.0,1.0
GGXFKADPPPKJCP,training_pool,1,5.05,5.05,5.05,False,False,0.0,1.0
GHGONOUWVRYFEX,training_pool,2,9.44,9.44,9.44,False,False,1.0,1.0
GHHGHECKSJIOSV,training_pool,1,5.82,5.82,5.82,False,False,0.0,1.0
GHJOWMDSKSZWQR,training_pool,1,7.27,7.27,7.27,False,False,1.0,1.0
GHKGUWWMDJLCFK,training_pool,1,4.54,4.54,4.54,False,False,0.0,0.0
GHLMRMVYQUSAQA,training_pool,1,5.28,5.28,5.28,False,False,0.0,1.0
GHLXGVPBQDHYTN,training_pool,1,5.52,5.52,5.52,False,False,0.0,1.0
GHMRGHODFGLMLG,training_pool,1,7.3,7.3,7.3,False,False,1.0,1.0
GHUSVRWGRFRAKM,training_pool,1,6.17,6.17,6.17,False,False,1.0,1.0
GHWDYDZKPBQMDU,training_pool,1,6.82,6.82,6.82,False,False,1.0,1.0
GICWBZDVCDJHRK,training_pool,1,5.0,5.0,5.0,False,False,0.0,1.0
GIDYOVGCUFSKBS,training_pool,1,5.53,5.53,5.53,False,False,0.0,1.0
GIKSVHXWHXYPFG,training_pool,1,4.9,4.9,4.9,False,False,0.0,0.0
GIWZTQFUECPCLL,training_pool,1,6.77,6.77,6.77,False,False,1.0,1.0
GJDCXYCPFAYSCH,training_pool,1,5.83,5.83,5.83,False,False,0.0,1.0
GJGZQTGPOKPFES,training_pool,3,7.58,6.8,8.59,False,False,1.0,1.0
GJHBKVIBXKWYDK,training_pool,1,5.37,5.37,5.37,False,False,0.0,1.0
GJJZKGZYUTXFMK,training_pool,2,7.4,7.1,7.7,False,False,1.0,1.0
GJPXEJHDTKOTOV,training_pool,1,7.22,7.22,7.22,False,False,1.0,1.0
GJYFWNOSBLBKGL,training_pool,1,7.1,7.1,7.1,False,False,1.0,1.0
GKASZAVIUZRNED,training_pool,1,5.99,5.99,5.99,False,False,0.0,1.0
GKHSOLAYHSWOSL,training_pool,1,4.14,4.14,4.14,False,False,0.0,0.0
GKJWXEORYGBJFS,training_pool,2,6.775,6.55,7.0,False,False,1.0,1.0
GKKBODHPYCNSJW,training_pool,1,6.6,6.6,6.6,False,False,1.0,1.0
GKODQHNPXIVYCV,training_pool,1,4.35,4.35,4.35,False,False,0.0,0.0
GKRZUGLCWFVBRQ,training_pool,1,6.04,6.04,6.04,False,False,1.0,1.0
GKSUMUHDURNKKB,training_pool,1,7.3,7.3,7.3,False,False,1.0,1.0
GKVLYFYIOGZGMP,training_pool,1,7.0,7.0,7.0,False,False,1.0,1.0
GKXAVMITOMWEIS,training_pool,1,5.47,5.47,5.47,False,False,0.0,1.0
GLEHZQNFOBIZSP,training_pool,1,7.04,7.04,7.04,False,False,1.0,1.0
GLEVLJDDWXEYCO,flora,2,5.85,4.88,6.82,True,True,,
GLTBQIQVABRDDZ,training_pool,1,6.68,6.68,6.68,False,False,1.0,1.0
GLTSCFJBOXOMNB,training_pool,1,5.33,5.33,5.33,False,False,0.0,1.0
GMALHSWNLMGJLT,training_pool,2,7.67,7.49,7.85,False,False,1.0,1.0
GMCJLNWZNPIWJU,training_pool,1,5.44,5.44,5.44,False,False,0.0,1.0
GMFBOPYRPYUAME,training_pool,1,6.7,6.7,6.7,False,False,1.0,1.0
GMIANBJBVYZECH,training_pool,1,5.83,5.83,5.83,False,False,0.0,1.0
GMZASHSKZUFXGX,training_pool,1,8.04,8.04,8.04,False,False,1.0,1.0
GNJSDQWCVFRBLY,training_pool,2,7.145,6.75,7.54,False,False,1.0,1.0
GNORNMPAKCRTJW,training_pool,1,6.64,6.64,6.64,False,False,1.0,1.0
GNPDPVRNDGWPFM,training_pool,1,4.8,4.8,4.8,False,False,0.0,0.0
GNUBOQVVIAMPSG,training_pool,1,4.92,4.92,4.92,False,False,0.0,0.0
GNUDVCVLSQWNLP,training_pool,1,4.4,4.4,4.4,False,False,0.0,0.0
GOJNWJGEIYVWOM,training_pool,2,6.42,4.99,7.85,True,True,,
GOLUANLRWQUAMD,training_pool,1,4.72,4.72,4.72,False,False,0.0,0.0
GOOKASPOKXCSJA,training_pool,1,7.41,7.41,7.41,False,False,1.0,1.0
GPAKLHBYXNOZRQ,training_pool,1,5.75,5.75,5.75,False,False,0.0,1.0
GPJAJRBERGQWNQ,training_pool,1,5.75,5.75,5.75,False,False,0.0,1.0
GPURLOFCRUSYCW,training_pool,1,5.95,5.95,5.95,False,False,0.0,1.0
GPXXPSBIFFHUIN,training_pool,1,6.55,6.55,6.55,False,False,1.0,1.0
GQBWBPSOFIBIHQ,training_pool,1,7.6,7.6,7.6,False,False,1.0,1.0
GQVKKBSMJPRROY,training_pool,1,7.29,7.29,7.29,False,False,1.0,1.0
GQVVZLVISZVVHX,training_pool,1,5.43,5.43,5.43,False,False,0.0,1.0
GRBKEZGRRZAGJM,training_pool,1,5.6,5.6,5.6,False,False,0.0,1.0
GRGAGIRZLRLUOU,training_pool,1,6.08,6.08,6.08,False,False,1.0,1.0
GRGQLLRCYOLDKO,training_pool,1,5.09,5.09,5.09,False,False,0.0,1.0
GRJJUQLZQNYHJX,training_pool,1,6.44,6.44,6.44,False,False,1.0,1.0
GRLVSXKWMZHINP,training_pool,1,7.55,7.55,7.55,False,False,1.0,1.0
GROHBJLESHZNGC,training_pool,1,4.12,4.12,4.12,False,False,0.0,0.0
GROWJVVYZNHPQX,training_pool,1,7.31,7.31,7.31,False,False,1.0,1.0
GRTNJTOOCDMMEK,training_pool,1,7.51,7.51,7.51,False,False,1.0,1.0
GRUYGCKTBSHKKR,training_pool,1,6.77,6.77,6.77,False,False,1.0,1.0
GSBDUSBOIQPVNK,training_pool,1,6.66,6.66,6.66,False,False,1.0,1.0
GSEIVMGTTSORTO,training_pool,1,7.18,7.18,7.18,False,False,1.0,1.0
GSLFTGUVNZMGIF,training_pool,1,5.7,5.7,5.7,False,False,0.0,1.0
GSLJTJZKENCVDG,training_pool,1,5.4,5.4,5.4,False,False,0.0,1.0
GSMXOCMZRAYWSV,training_pool,1,6.16,6.16,6.16,False,False,1.0,1.0
GSVOFGLOXPEEQI,training_pool,1,5.54,5.54,5.54,False,False,0.0,1.0
GSZWZSRNHIQEMV,training_pool,1,4.96,4.96,4.96,False,False,0.0,0.0
GTBJBJZQCTWUMK,training_pool,1,4.76,4.76,4.76,False,False,0.0,0.0
GTCAQFOBRGEYPF,training_pool,1,6.58,6.58,6.58,False,False,1.0,1.0
GTCMDSWLEXHQFN,training_pool,1,5.28,5.28,5.28,False,False,0.0,1.0
GTHQTJSZPKEEPF,training_pool,1,5.82,5.82,5.82,False,False,0.0,1.0
GTVGUYLLAFHOLS,training_pool,1,7.4,7.4,7.4,False,False,1.0,1.0
GTYHRYBZFSGLDS,training_pool,1,5.3,5.3,5.3,False,False,0.0,1.0
GUAAZYJLTWGARQ,training_pool,1,7.05,7.05,7.05,False,False,1.0,1.0
GUAJOMWFUYHNPG,training_pool,1,5.62,5.62,5.62,False,False,0.0,1.0
GUKNLPLKUUCJEO,training_pool,1,5.11,5.11,5.11,False,False,0.0,1.0
GUKQCEOIUKJAQW,training_pool,1,5.59,5.59,5.59,False,False,0.0,1.0
GUQAIXOPXQIGPX,training_pool,1,7.0,7.0,7.0,False,False,1.0,1.0
GUQWKAAPVZSUBR,training_pool,1,6.72,6.72,6.72,False,False,1.0,1.0
GUXWELWUSVXSOL,training_pool,1,5.75,5.75,5.75,False,False,0.0,1.0
GUYJLQZOCUZMJT,training_pool,1,4.9,4.9,4.9,False,False,0.0,0.0
GVLVIZRBGRSLTK,training_pool,1,7.14,7.14,7.14,False,False,1.0,1.0
GVPJNBGMXCNMDH,training_pool,1,4.19,4.19,4.19,False,False,0.0,0.0
GVPMWHQIUGWDCS,training_pool,1,5.5,5.5,5.5,False,False,0.0,1.0
GVZQSPAADZTMEY,training_pool,1,5.33,5.33,5.33,False,False,0.0,1.0
GWMFOHRUWPDLIP,training_pool,2,6.904999999999999,6.89,6.92,False,False,1.0,1.0
GWQZLZXJGKCWTG,training_pool,1,7.4,7.4,7.4,False,False,1.0,1.0
GWSYBBGTWLBKIV,training_pool,1,5.5,5.5,5.5,False,False,0.0,1.0
GWYZSTCMSQTHJD,training_pool,1,4.5,4.5,4.5,False,False,0.0,0.0
GXAZOLWZTDWYPB,training_pool,1,4.71,4.71,4.71,False,False,0.0,0.0
GXEDQOWHQSSXGK,training_pool,1,5.5,5.5,5.5,False,False,0.0,1.0
GXGDTMSHDVTXBU,training_pool,1,4.41,4.41,4.41,False,False,0.0,0.0
GXHXLOMQBVIGJW,training_pool,2,6.52,6.32,6.72,False,False,1.0,1.0
GXMBHQRROXQUJS,training_pool,1,6.1,6.1,6.1,False,False,1.0,1.0
GXNAENPMPUDFOF,training_pool,1,6.12,6.12,6.12,False,False,1.0,1.0
GXVBFMDZQMQKOU,training_pool,1,5.71,5.71,5.71,False,False,0.0,1.0
GXVWQLFNVDVNAU,training_pool,1,7.92,7.92,7.92,False,False,1.0,1.0
GXYNZNIUFPRIOJ,training_pool,1,6.83,6.83,6.83,False,False,1.0,1.0
GYJUDGZQXXNWPI,training_pool,1,4.34,4.34,4.34,False,False,0.0,0.0
GYTFZLNMJZCJLE,training_pool,1,7.0,7.0,7.0,False,False,1.0,1.0
GYXQPUAQJVSAFD,training_pool,1,6.85,6.85,6.85,False,False,1.0,1.0
GYXVRBGYGCHMPL,training_pool,1,4.3,4.3,4.3,False,False,0.0,0.0
GYZJUILUWRJEPQ,training_pool,1,7.05,7.05,7.05,False,False,1.0,1.0
GZJYAXMWPBJOGY,training_pool,1,6.04,6.04,6.04,False,False,1.0,1.0
GZNOOYRMMQBBTO,training_pool,1,7.0,7.0,7.0,False,False,1.0,1.0
GZNPBJSBUKYHCM,training_pool,1,5.08,5.08,5.08,False,False,0.0,1.0
GZUALTJOLIABKE,training_pool,1,5.19,5.19,5.19,False,False,0.0,1.0
HABQUBUTFCPPRO,training_pool,1,5.18,5.18,5.18,False,False,0.0,1.0
HAHUTJAVRAAKRI,training_pool,1,6.11,6.11,6.11,False,False,1.0,1.0
HASAMKFJCPRNKM,training_pool,1,6.63,6.63,6.63,False,False,1.0,1.0
HAUPIEHCTKNHQE,training_pool,1,7.7,7.7,7.7,False,False,1.0,1.0
HAWCZVJGMWCISJ,training_pool,1,5.89,5.89,5.89,False,False,0.0,1.0
HAWQADZAVCCMGA,training_pool,1,6.66,6.66,6.66,False,False,1.0,1.0
HAYNMANUJNGMAK,training_pool,1,5.32,5.32,5.32,False,False,0.0,1.0
HBAGLSYEHMCWDL,training_pool,1,5.94,5.94,5.94,False,False,0.0,1.0
HBCGELQJRSFUJZ,training_pool,2,6.715,6.36,7.07,False,False,1.0,1.0
HBEBAUXGHNQDQM,training_pool,1,6.66,6.66,6.66,False,False,1.0,1.0
HBMHAKLSXFYMKT,training_pool,1,5.7,5.7,5.7,False,False,0.0,1.0
HBYCORDMGMBVRU,training_pool,1,6.55,6.55,6.55,False,False,1.0,1.0
HBZARBVLCNFQEA,training_pool,1,4.59,4.59,4.59,False,False,0.0,0.0
HCFVSOWMOSKBIS,training_pool,1,7.16,7.16,7.16,False,False,1.0,1.0
HCIXODIQXMVZAX,training_pool,2,8.3,8.3,8.3,False,False,1.0,1.0
HCLDEAKINXYGOQ,training_pool,1,6.85,6.85,6.85,False,False,1.0,1.0
HCULCUJLAIRGMI,training_pool,1,5.34,5.34,5.34,False,False,0.0,1.0
HDAXAINSFGTQQL,training_pool,1,7.32,7.32,7.32,False,False,1.0,1.0
HDCGSENWVPTNKR,training_pool,1,4.99,4.99,4.99,False,False,0.0,0.0
HDDIYOVPLWDDPY,training_pool,1,5.12,5.12,5.12,False,False,0.0,1.0
