inchikey_connectivity,split,n_records,median_pchembl,min_pchembl,max_pchembl,conflict_T6,conflict_T5,label_T6,label_T5
LLVKXIGPGHPNCY,training_pool,1,7.89,7.89,7.89,False,False,1.0,1.0
LMYAYFZGRWGUPZ,training_pool,1,10.22,10.22,10.22,False,False,1.0,1.0
LNIQZRIHAMVRJA,training_pool,1,4.89,4.89,4.89,False,False,0.0,0.0
LNVAVGRGAQWAIG,training_pool,1,7.52,7.52,7.52,False,False,1.0,1.0
LOJWLOJPFCINOY,training_pool,1,6.64,6.64,6.64,False,False,1.0,1.0
LRGIVOPTQMVBIK,training_pool,1,5.61,5.61,5.61,False,False,0.0,1.0
LSFMDCUYMNKQPX,training_pool,1,5.28,5.28,5.28,False,False,0.0,1.0
LTHUNZQDPXDSJR,training_pool,1,4.7,4.7,4.7,False,False,0.0,0.0
LTKJWSBGTNWRNP,training_pool,1,4.68,4.68,4.68,False,False,0.0,0.0
LTOBJEZKUDLRAI,training_pool,1,7.03,7.03,7.03,False,False,1.0,1.0
LTZNAMGFSYKBIU,training_pool,1,4.19,4.19,4.19,False,False,0.0,0.0
LTZUQAUSHNZQNH,training_pool,1,5.3,5.3,5.3,False,False,0.0,1.0
LUDUEYCBSMFBHS,training_pool,2,6.27,5.96,6.58,False,False,1.0,1.0
LUMJLDTYTQFOEX,training_pool,1,6.8,6.8,6.8,False,False,1.0,1.0
LUOFHWSBCWSZTG,training_pool,1,5.48,5.48,5.48,False,False,0.0,1.0
LUPZSMMVHCJJEG,training_pool,2,5.355,5.3,5.41,False,False,0.0,1.0
LUYFJZMXYPTBJD,training_pool,1,7.1,7.1,7.1,False,False,1.0,1.0
LVXWMVHIKQNFFL,training_pool,1,5.99,5.99,5.99,False,False,0.0,1.0
LWFTUTUEMUXAHE,training_pool,1,7.31,7.31,7.31,False,False,1.0,1.0
LXIYQNKIZWYBSD,training_pool,2,5.98,4.34,7.62,True,True,,
LYFKNZJGDHRQSA,training_pool,1,8.31,8.31,8.31,False,False,1.0,1.0
LYKDTMPYXIMRAI,training_pool,1,8.77,8.77,8.77,False,False,1.0,1.0
LYNDBUPSFWRMGW,training_pool,1,5.86,5.86,5.86,False,False,0.0,1.0
LZNHRANSMRKKKU,training_pool,1,6.28,6.28,6.28,False,False,1.0,1.0
MASOGOGVWNFCIB,training_pool,1,5.21,5.21,5.21,False,False,0.0,1.0
MBNGWHIJMBWFHU,flora,1,6.28,6.28,6.28,False,False,1.0,1.0
MDDBSSGOTHSUNV,training_pool,1,4.3,4.3,4.3,False,False,0.0,0.0
MDPUTMAHZLBSLP,training_pool,1,6.41,6.41,6.41,False,False,1.0,1.0
MFFJRDFTNYKHRZ,training_pool,1,7.59,7.59,7.59,False,False,1.0,1.0
MGEBFGUELPJZFO,training_pool,1,6.72,6.72,6.72,False,False,1.0,1.0
MHHBCHHBCWVKGI,training_pool,1,6.31,6.31,6.31,False,False,1.0,1.0
MHRWLFHNBCNINV,training_pool,1,6.23,6.23,6.23,False,False,1.0,1.0
MIUOBAHGBPSRKY,training_pool,1,5.13,5.13,5.13,False,False,0.0,1.0
MJILHISTIJLOCQ,training_pool,1,7.39,7.39,7.39,False,False,1.0,1.0
MKGUIZJCTXCEOO,training_pool,1,7.0,7.0,7.0,False,False,1.0,1.0
MLAYGGHMCXJPNH,training_pool,1,8.3,8.3,8.3,False,False,1.0,1.0
MLVLBAAZYMIFQY,training_pool,1,5.22,5.22,5.22,False,False,0.0,1.0
MMLNSVHIHRIWRU,training_pool,1,6.14,6.14,6.14,False,False,1.0,1.0
MNQASPCCBGXSTA,training_pool,1,7.02,7.02,7.02,False,False,1.0,1.0
MOHQCTXFEJKQNF,training_pool,1,5.68,5.68,5.68,False,False,0.0,1.0
MQGPSCMMNJKMHQ,flora,1,4.42,4.42,4.42,False,False,0.0,0.0
MQRMYFFHLCYXGN,training_pool,1,8.64,8.64,8.64,False,False,1.0,1.0
MQURARBVAFPGBT,training_pool,1,4.33,4.33,4.33,False,False,0.0,0.0
MSQIUIZJKFRWIP,training_pool,1,6.57,6.57,6.57,False,False,1.0,1.0
MTRJOEZPTJRJOB,training_pool,1,4.91,4.91,4.91,False,False,0.0,0.0
MWLXSJWRKRRUGV,training_pool,1,4.76,4.76,4.76,False,False,0.0,0.0
MWTQXEAIRBISCL,training_pool,2,7.35,7.21,7.49,False,False,1.0,1.0
MYECSPHUVIVQPI,training_pool,1,6.75,6.75,6.75,False,False,1.0,1.0
MYHVWKXGUVQQLA,training_pool,1,5.16,5.16,5.16,False,False,0.0,1.0
MYOBJQWQRKBIBT,training_pool,1,5.17,5.17,5.17,False,False,0.0,1.0
MYZHBMWHHONXGY,training_pool,1,4.82,4.82,4.82,False,False,0.0,0.0
MZMLWVPGAQICHX,training_pool,1,8.82,8.82,8.82,False,False,1.0,1.0
MZYUWHOVELMRHJ,training_pool,1,6.1,6.1,6.1,False,False,1.0,1.0
NAHVUCMYPWXJMC,training_pool,1,7.0,7.0,7.0,False,False,1.0,1.0
NAZWHLLQLMAILI,training_pool,2,7.865,7.51,8.22,False,False,1.0,1.0
NCGJNSAWMBTTKV,training_pool,1,5.01,5.01,5.01,False,False,0.0,1.0
NFMZHWMNCKZBAI,training_pool,1,8.1,8.1,8.1,False,False,1.0,1.0
NFVAFEQWWNNKLX,training_pool,1,5.66,5.66,5.66,False,False,0.0,1.0
NGZURBNENGSKAJ,training_pool,1,4.88,4.88,4.88,False,False,0.0,0.0
NIMHXWTUGLBWBE,training_pool,1,5.66,5.66,5.66,False,False,0.0,1.0
NJDMBAAEWNYXNF,training_pool,1,4.08,4.08,4.08,False,False,0.0,0.0
NKPORGOKKIBGPG,training_pool,1,7.05,7.05,7.05,False,False,1.0,1.0
NMLBBWYWOIBCIY,training_pool,1,6.17,6.17,6.17,False,False,1.0,1.0
NQOKDEZVBWJKGR,training_pool,1,4.66,4.66,4.66,False,False,0.0,0.0
NSGZMZRSFVIGCN,training_pool,1,10.19,10.19,10.19,False,False,1.0,1.0
NVTFWBUJTVNIEY,training_pool,1,7.01,7.01,7.01,False,False,1.0,1.0
NWSFXJCITWVGMV,training_pool,2,6.035,4.43,7.64,True,True,,
NZECHPRNNQXBHZ,training_pool,1,5.97,5.97,5.97,False,False,0.0,1.0
OAFVABFRKXVKPX,training_pool,1,5.07,5.07,5.07,False,False,0.0,1.0
OCSISESQQFSEOF,training_pool,1,6.55,6.55,6.55,False,False,1.0,1.0
ODGXALMKIXEGRR,training_pool,1,6.09,6.09,6.09,False,False,1.0,1.0
ODTVIDQHXXSNTQ,training_pool,1,7.75,7.75,7.75,False,False,1.0,1.0
OEDOMTOWZKZQEG,training_pool,1,9.28,9.28,9.28,False,False,1.0,1.0
OEWPHDMKMIFAJY,training_pool,1,4.44,4.44,4.44,False,False,0.0,0.0
OFBXBTILCTZGAY,training_pool,1,9.72,9.72,9.72,False,False,1.0,1.0
OFCNXPDARWKPPY,flora,36,5.51,4.3,8.44,True,True,,
OFHBYYGCUDLOAB,training_pool,1,4.25,4.25,4.25,False,False,0.0,0.0
OGICGTUMLCCOMW,training_pool,1,4.91,4.91,4.91,False,False,0.0,0.0
OGULXNRFYCLBIL,training_pool,1,6.4,6.4,6.4,False,False,1.0,1.0
OHLSWAFRGAWGMF,training_pool,2,5.215,5.11,5.32,False,False,0.0,1.0
OJRUYMAILFLBGB,training_pool,1,5.85,5.85,5.85,False,False,0.0,1.0
OKKCWYRSPAQHRB,training_pool,1,6.62,6.62,6.62,False,False,1.0,1.0
OLCVVYVKLHVGCC,training_pool,1,8.46,8.46,8.46,False,False,1.0,1.0
ONPFERPUWJCQQO,training_pool,1,6.4,6.4,6.4,False,False,1.0,1.0
OOSURJSBMJOWIC,training_pool,1,6.66,6.66,6.66,False,False,1.0,1.0
OPMMOWGCQYEHCB,training_pool,1,4.21,4.21,4.21,False,False,0.0,0.0
OQUNRPRGEFEHAB,training_pool,1,6.97,6.97,6.97,False,False,1.0,1.0
OSGIGZDSYXISOW,training_pool,2,7.4399999999999995,7.27,7.61,False,False,1.0,1.0
OTKPDMUTDKZZOL,training_pool,1,5.19,5.19,5.19,False,False,0.0,1.0
OTVAJNZWRVQKOM,training_pool,1,7.26,7.26,7.26,False,False,1.0,1.0
OUFFVASKHWVJMU,training_pool,1,7.18,7.18,7.18,False,False,1.0,1.0
OVQODKWBAMSPAQ,training_pool,1,7.75,7.75,7.75,False,False,1.0,1.0
OVSQVDMCBVZWGM,flora,2,5.1899999999999995,4.58,5.8,False,True,0.0,
OWXRLZLQGGOESC,training_pool,1,4.55,4.55,4.55,False,False,0.0,0.0
OXGUCUVFOIWWQJ,flora,1,4.83,4.83,4.83,False,False,0.0,0.0
OXTNCVVOJWNJFY,training_pool,1,8.76,8.76,8.76,False,False,1.0,1.0
OYRPSPLYSQSVSW,training_pool,1,4.39,4.39,4.39,False,False,0.0,0.0
OZLZEASJARYVND,training_pool,1,7.3,7.3,7.3,False,False,1.0,1.0
OZMKLCWIDDOBPE,training_pool,1,6.51,6.51,6.51,False,False,1.0,1.0
OZPCMYKOSKILNC,training_pool,2,4.67,4.59,4.75,False,False,0.0,0.0
OZQRSDCVZYGMMZ,training_pool,1,8.53,8.53,8.53,False,False,1.0,1.0
PAGZTJGKUKDRDE,training_pool,1,6.46,6.46,6.46,False,False,1.0,1.0
PAPJRDLRHQRHJM,training_pool,1,6.49,6.49,6.49,False,False,1.0,1.0
PCGJRBOPUMWPSU,training_pool,1,6.42,6.42,6.42,False,False,1.0,1.0
PDKMLGPTAUSLSJ,training_pool,1,8.12,8.12,8.12,False,False,1.0,1.0
PHFXLOMZIMHECU,training_pool,1,10.82,10.82,10.82,False,False,1.0,1.0
PHSVJAGRSNJUIL,training_pool,2,7.045,5.55,8.54,True,False,,1.0
PITMCNIFQKISMI,training_pool,1,6.61,6.61,6.61,False,False,1.0,1.0
PJGMRMCPWWZULK,training_pool,1,4.81,4.81,4.81,False,False,0.0,0.0
PJKIQAXEUIZZKC,training_pool,1,5.31,5.31,5.31,False,False,0.0,1.0
PJMHUMLKPOXMCC,training_pool,1,5.2,5.2,5.2,False,False,0.0,1.0
PKUSCZXSEGNZHZ,training_pool,1,8.6,8.6,8.6,False,False,1.0,1.0
PLAFFYZSFZCCNM,training_pool,2,4.6,4.33,4.87,False,False,0.0,0.0
PLOXCJNRUKJVPD,training_pool,2,5.345000000000001,5.2,5.49,False,False,0.0,1.0
PLSFUZYMFRCZAC,training_pool,1,7.58,7.58,7.58,False,False,1.0,1.0
PMDFCZVDZHEPFE,training_pool,1,6.3,6.3,6.3,False,False,1.0,1.0
PMXDENUWARWPTE,training_pool,1,9.42,9.42,9.42,False,False,1.0,1.0
PNLVWRDZAMFMQH,training_pool,1,5.61,5.61,5.61,False,False,0.0,1.0
POGUKUVJIHQIRT,training_pool,1,7.05,7.05,7.05,False,False,1.0,1.0
PORZPMDIMVYQJC,training_pool,1,6.66,6.66,6.66,False,False,1.0,1.0
PQUTWVLTWDAHDC,training_pool,1,6.02,6.02,6.02,False,False,1.0,1.0
PRZPDOMUBWBXLH,training_pool,1,8.45,8.45,8.45,False,False,1.0,1.0
PSUZAVWQNLLERQ,training_pool,1,6.38,6.38,6.38,False,False,1.0,1.0
PVAAYUTZSSGABB,training_pool,1,4.6,4.6,4.6,False,False,0.0,0.0
PWMKLPHWIKBOOX,training_pool,1,4.7,4.7,4.7,False,False,0.0,0.0
PXJGVCHLTDCJAS,training_pool,1,5.0,5.0,5.0,False,False,0.0,1.0
PXZNVNZEGWNOKM,training_pool,1,7.29,7.29,7.29,False,False,1.0,1.0
QASPLVUWJVVUJU,training_pool,1,6.8,6.8,6.8,False,False,1.0,1.0
QAUZVAOGKLECFY,training_pool,3,5.35,5.19,5.46,False,False,0.0,1.0
QCEGCKHNSSSETG,training_pool,1,7.44,7.44,7.44,False,False,1.0,1.0
QCZFZWDBZKCYMB,training_pool,1,4.38,4.38,4.38,False,False,0.0,0.0
QCZSQYDIDRYFHI,training_pool,1,4.62,4.62,4.62,False,False,0.0,0.0
QDAXQIQSXPIHRT,training_pool,1,4.5,4.5,4.5,False,False,0.0,0.0
QDFBXWOUFPVFCS,training_pool,1,7.39,7.39,7.39,False,False,1.0,1.0
QDRXXCMYGSGJDO,training_pool,1,4.88,4.88,4.88,False,False,0.0,0.0
QEZNWJJXBINYBR,training_pool,1,6.0,6.0,6.0,False,False,1.0,1.0
QFIRBTHRBCNMLO,training_pool,1,8.78,8.78,8.78,False,False,1.0,1.0
QIJKTYUZHJOFDZ,training_pool,1,4.28,4.28,4.28,False,False,0.0,0.0
QMZMFQSCRVRMSU,training_pool,1,7.58,7.58,7.58,False,False,1.0,1.0
QPQXKYPXOWABMC,training_pool,1,7.31,7.31,7.31,False,False,1.0,1.0
QQJSXHPNVRKEIQ,training_pool,1,6.92,6.92,6.92,False,False,1.0,1.0
QSSDOMPTUUGMSS,training_pool,1,8.99,8.99,8.99,False,False,1.0,1.0
QUBQJNNFJHIQGZ,training_pool,1,6.95,6.95,6.95,False,False,1.0,1.0
QUKKATOOMFYCOU,training_pool,1,6.52,6.52,6.52,False,False,1.0,1.0
QULVRWGNRWFLOG,training_pool,1,7.17,7.17,7.17,False,False,1.0,1.0
QXEZDDGFPNELCL,training_pool,1,4.02,4.02,4.02,False,False,0.0,0.0
RALWIMPOIBQRFD,training_pool,2,5.85,5.72,5.98,False,False,0.0,1.0
RAUJPGKGICVRNV,training_pool,1,5.38,5.38,5.38,False,False,0.0,1.0
RBHHBLIUKYMCQR,training_pool,1,6.1,6.1,6.1,False,False,1.0,1.0
REFJWTPEDVJJIY,flora,6,5.55,5.22,6.55,True,False,,1.0
RENXHZJIUDKKON,training_pool,1,4.17,4.17,4.17,False,False,0.0,0.0
RGDYQVIELSOMJA,training_pool,1,7.02,7.02,7.02,False,False,1.0,1.0
RHFLIDBMUZLMSP,training_pool,1,7.43,7.43,7.43,False,False,1.0,1.0
RIAVUEFUPHOGJY,training_pool,1,4.99,4.99,4.99,False,False,0.0,0.0
RKBBGTGBNCABPV,training_pool,1,6.31,6.31,6.31,False,False,1.0,1.0
RKBPKQLCMRGZAE,training_pool,1,4.41,4.41,4.41,False,False,0.0,0.0
RKGVLGLUAHVJET,training_pool,1,7.4,7.4,7.4,False,False,1.0,1.0
RNHDYZYATCEWMB,training_pool,1,5.88,5.88,5.88,False,False,0.0,1.0
RNRUTSFPBWFBJU,training_pool,1,8.57,8.57,8.57,False,False,1.0,1.0
ROOVSIKPMSVLHW,training_pool,1,8.3,8.3,8.3,False,False,1.0,1.0
RRBXBCJYBHJDOF,training_pool,1,6.23,6.23,6.23,False,False,1.0,1.0
RTATXGUCZHCSNG,flora,1,4.83,4.83,4.83,False,False,0.0,0.0
RTIQBDNKDAPDNM,training_pool,1,4.11,4.11,4.11,False,False,0.0,0.0
RTIXKCRFFJGDFG,flora,2,5.99,5.9,6.08,False,False,0.0,1.0
RTJLTGPOGBPZFC,training_pool,1,4.6,4.6,4.6,False,False,0.0,0.0
RTVGBYCIZJGVNF,training_pool,1,7.36,7.36,7.36,False,False,1.0,1.0
RZCAWNXLROXTQK,training_pool,1,10.54,10.54,10.54,False,False,1.0,1.0
RZWQPDFNGPPMKL,training_pool,1,4.7,4.7,4.7,False,False,0.0,0.0
SAISKAQAHVDKHA,training_pool,1,7.82,7.82,7.82,False,False,1.0,1.0
SAJWCJUMROQNKZ,training_pool,1,6.19,6.19,6.19,False,False,1.0,1.0
SCBPJIUAUDFRRS,training_pool,1,4.24,4.24,4.24,False,False,0.0,0.0
SFJGEBNJMFJGLT,training_pool,1,7.92,7.92,7.92,False,False,1.0,1.0
SGQPVFMQOQNLQE,training_pool,1,10.22,10.22,10.22,False,False,1.0,1.0
SHPPXMGVUDNKLV,flora,1,4.92,4.92,4.92,False,False,0.0,0.0
SILGRADXTMHNGV,training_pool,1,4.78,4.78,4.78,False,False,0.0,0.0
SLMPSGMCNFHIAY,training_pool,1,7.58,7.58,7.58,False,False,1.0,1.0
SLVWXSWUTDGJBB,training_pool,1,5.37,5.37,5.37,False,False,0.0,1.0
SPKQQINEKCOXTJ,training_pool,1,5.68,5.68,5.68,False,False,0.0,1.0
SQLSFBLMNQURTM,training_pool,1,5.8,5.8,5.8,False,False,0.0,1.0
SQWOBUZEINPFNU,training_pool,1,4.96,4.96,4.96,False,False,0.0,0.0
SRIKQOGVJRGHGL,training_pool,1,6.83,6.83,6.83,False,False,1.0,1.0
STODZTWLSUOBSX,training_pool,1,4.14,4.14,4.14,False,False,0.0,0.0
SWCHLBSYGRBBMJ,training_pool,1,4.09,4.09,4.09,False,False,0.0,0.0
SWCVPZICRIKYCQ,training_pool,1,7.28,7.28,7.28,False,False,1.0,1.0
SXMDDHKMAJBBQQ,training_pool,1,6.25,6.25,6.25,False,False,1.0,1.0
SXQTWHLVQSXLFM,training_pool,1,5.89,5.89,5.89,False,False,0.0,1.0
TVAAHPVKYDPXKJ,training_pool,1,6.86,6.86,6.86,False,False,1.0,1.0
TWRVJKDDEYQGIB,training_pool,1,4.71,4.71,4.71,False,False,0.0,0.0
TYCGONUQURLEQQ,training_pool,1,8.39,8.39,8.39,False,False,1.0,1.0
TYQZKQFJBZBTJJ,training_pool,1,4.76,4.76,4.76,False,False,0.0,0.0
TZBJGXHYKVUXJN,flora,1,5.45,5.45,5.45,False,False,0.0,1.0
TZLZDYRFFXLMRX,training_pool,1,7.07,7.07,7.07,False,False,1.0,1.0
UABMZLIEFNCTHU,training_pool,1,6.82,6.82,6.82,False,False,1.0,1.0
UAVQXZMLHHAJPW,training_pool,1,8.28,8.28,8.28,False,False,1.0,1.0
UBKMOFWTLCOKFO,training_pool,1,8.56,8.56,8.56,False,False,1.0,1.0
UBVZQGOVTLIHLH,training_pool,2,8.030000000000001,7.82,8.24,False,False,1.0,1.0
UCRLCQIOIRXBBR,training_pool,1,7.21,7.21,7.21,False,False,1.0,1.0
UEFISHUYVAKAFJ,training_pool,1,7.1,7.1,7.1,False,False,1.0,1.0
UEUDKBQPPOSARU,training_pool,1,8.4,8.4,8.4,False,False,1.0,1.0
UFYYXZSXTSDLDM,training_pool,1,7.92,7.92,7.92,False,False,1.0,1.0
UGFYBXZHOBOTIB,training_pool,1,7.91,7.91,7.91,False,False,1.0,1.0
UIOMIHJAKXIPAX,training_pool,1,4.73,4.73,4.73,False,False,0.0,0.0
UKMCFVVQXUWRFF,training_pool,1,8.3,8.3,8.3,False,False,1.0,1.0
UKVMUEYTZLFDOX,training_pool,1,4.25,4.25,4.25,False,False,0.0,0.0
UKWPICCASHUETC,training_pool,1,5.6,5.6,5.6,False,False,0.0,1.0
UKZUJUCRMXXVRQ,training_pool,1,6.3,6.3,6.3,False,False,1.0,1.0
ULDOZNVJKBHRDT,training_pool,1,5.92,5.92,5.92,False,False,0.0,1.0
ULTQJSQDLWNWTR,training_pool,1,7.04,7.04,7.04,False,False,1.0,1.0
UMUWHDGUYVLZNQ,training_pool,1,7.46,7.46,7.46,False,False,1.0,1.0
UODHPPVLLSIZRU,training_pool,2,4.945,4.83,5.06,False,False,0.0,0.0
UPROOJBJZLZCGS,training_pool,1,4.01,4.01,4.01,False,False,0.0,0.0
UQEHOSOZZKMPOP,training_pool,1,7.0,7.0,7.0,False,False,1.0,1.0
URJCULMRCDMTEW,training_pool,1,6.88,6.88,6.88,False,False,1.0,1.0
USLAZNNPTSVNMV,training_pool,1,5.85,5.85,5.85,False,False,0.0,1.0
UTRSYENRCPXVTP,training_pool,1,6.3,6.3,6.3,False,False,1.0,1.0
UTTXOYFICPSQLS,training_pool,2,6.665,5.65,7.68,True,False,,1.0
UTWCEUOSVRKGGG,training_pool,1,5.44,5.44,5.44,False,False,0.0,1.0
UUQYRTHJYODWPW,training_pool,1,4.47,4.47,4.47,False,False,0.0,0.0
UVMPOFNVOXGNFV,training_pool,1,8.0,8.0,8.0,False,False,1.0,1.0
UVRFKQYKRDFMGX,training_pool,1,6.86,6.86,6.86,False,False,1.0,1.0
UWYBJXWFWNTRLD,training_pool,1,7.5,7.5,7.5,False,False,1.0,1.0
UYIAQALALNSNKM,training_pool,1,4.73,4.73,4.73,False,False,0.0,0.0
UZWGYJKQVDCXJY,training_pool,1,6.52,6.52,6.52,False,False,1.0,1.0
VAKMUAWZCDDOIH,training_pool,1,6.6,6.6,6.6,False,False,1.0,1.0
VALHLOXXMQSXQS,training_pool,1,8.24,8.24,8.24,False,False,1.0,1.0
VBWLCOGQAODFLX,training_pool,1,7.46,7.46,7.46,False,False,1.0,1.0
VBYOPWGZNOQMLT,training_pool,1,4.18,4.18,4.18,False,False,0.0,0.0
VCCRNZQBSJXYJD,flora,1,5.75,5.75,5.75,False,False,0.0,1.0
VCKGGZXYDWORFB,training_pool,1,6.5,6.5,6.5,False,False,1.0,1.0
VDEJZMWVYVFERO,training_pool,1,6.92,6.92,6.92,False,False,1.0,1.0
VELPNLARRFAXMT,training_pool,1,4.75,4.75,4.75,False,False,0.0,0.0
VENAVMCFNBAOAL,training_pool,1,4.57,4.57,4.57,False,False,0.0,0.0
VEPWSVYJQDZEGD,training_pool,1,5.8,5.8,5.8,False,False,0.0,1.0
VGMHPKSVFAHOHY,training_pool,1,8.48,8.48,8.48,False,False,1.0,1.0
VJPYKRXAXSXKTN,training_pool,1,9.28,9.28,9.28,False,False,1.0,1.0
VNEOPAPTHLISDB,training_pool,1,5.0,5.0,5.0,False,False,0.0,1.0
VNHLEKUVJKRAMW,training_pool,1,6.22,6.22,6.22,False,False,1.0,1.0
VOBBPLNUDGMOMJ,training_pool,1,5.3,5.3,5.3,False,False,0.0,1.0
VONBGJJKWUPJRU,training_pool,1,5.35,5.35,5.35,False,False,0.0,1.0
VOSRRSSOXKZTFS,training_pool,1,6.1,6.1,6.1,False,False,1.0,1.0
VOTYACWGEBXYPQ,training_pool,1,5.76,5.76,5.76,False,False,0.0,1.0
VOUCPTMJQXHBCP,training_pool,1,4.22,4.22,4.22,False,False,0.0,0.0
VQORFUITFOLAHL,training_pool,1,7.4,7.4,7.4,False,False,1.0,1.0
VTXGCPSPQLRYGL,training_pool,1,7.24,7.24,7.24,False,False,1.0,1.0
VUGHSKNAAGOYPL,training_pool,1,4.8,4.8,4.8,False,False,0.0,0.0
VVBRDMWVKOYCPN,training_pool,1,6.01,6.01,6.01,False,False,1.0,1.0
VWPQHAKPTFXZFI,training_pool,1,8.54,8.54,8.54,False,False,1.0,1.0
VWRYHVIUYDSFOD,training_pool,1,8.56,8.56,8.56,False,False,1.0,1.0
VXTXTZQJDBGGJC,training_pool,1,4.7,4.7,4.7,False,False,0.0,0.0
VXUMRZLQTNIODP,training_pool,1,5.4,5.4,5.4,False,False,0.0,1.0
VZJNWUGPFOPMFQ,training_pool,1,4.03,4.03,4.03,False,False,0.0,0.0
VZOSURXRMRVRIJ,training_pool,1,4.06,4.06,4.06,False,False,0.0,0.0
VZWNCNFGOWGOEK,training_pool,1,4.75,4.75,4.75,False,False,0.0,0.0
WBBAJDXPROAZGT,training_pool,1,4.94,4.94,4.94,False,False,0.0,0.0
WBKMWISZCKFISY,training_pool,1,6.36,6.36,6.36,False,False,1.0,1.0
WCGNBOGQZBWIQF,training_pool,1,7.28,7.28,7.28,False,False,1.0,1.0
WCMAYJFAXOVTGN,training_pool,1,8.1,8.1,8.1,False,False,1.0,1.0
WDASXIFMXWZAMZ,training_pool,1,10.4,10.4,10.4,False,False,1.0,1.0
WFNVRFDGMBLYRO,training_pool,1,8.54,8.54,8.54,False,False,1.0,1.0
WGKXECLNRFMIPE,training_pool,1,5.96,5.96,5.96,False,False,0.0,1.0
WGNZFDQBTVVYMZ,training_pool,1,8.06,8.06,8.06,False,False,1.0,1.0
WGSQFIPRXLBJJX,training_pool,1,7.66,7.66,7.66,False,False,1.0,1.0
WGTYYUZBIHOBGN,training_pool,1,5.23,5.23,5.23,False,False,0.0,1.0
WGWAXTKFKUMRKZ,training_pool,1,8.1,8.1,8.1,False,False,1.0,1.0
WHJNNSWOPGYPFC,training_pool,1,6.5,6.5,6.5,False,False,1.0,1.0
WHMJTTJVOATKMJ,training_pool,1,5.0,5.0,5.0,False,False,0.0,1.0
WJFJPFIOFQKRCF,training_pool,1,8.59,8.59,8.59,False,False,1.0,1.0
WLIQWAVEWPSTEE,training_pool,1,5.9,5.9,5.9,False,False,0.0,1.0
WMCHGBPYKARBDS,training_pool,2,5.67,5.37,5.97,False,False,0.0,1.0
WMTWKARCZPGLMP,training_pool,1,4.2,4.2,4.2,False,False,0.0,0.0
WNWIJUYZANVVGZ,training_pool,1,7.22,7.22,7.22,False,False,1.0,1.0
WOHREPIPUDABBB,training_pool,1,6.15,6.15,6.15,False,False,1.0,1.0
WOPZJLRZFASLOU,training_pool,1,10.22,10.22,10.22,False,False,1.0,1.0
WPYZOASLVZQTCB,training_pool,1,6.58,6.58,6.58,False,False,1.0,1.0
WQJSDXPDBPDENI,training_pool,2,5.484999999999999,5.43,5.54,False,False,0.0,1.0
WSEGRADBFAKNHQ,training_pool,1,5.35,5.35,5.35,False,False,0.0,1.0
WTACCMKFRSXSOC,training_pool,1,4.35,4.35,4.35,False,False,0.0,0.0
WUPFZEWFJOWNGF,training_pool,1,8.9,8.9,8.9,False,False,1.0,1.0
WVQWUBPIFLOXTK,training_pool,2,7.65,7.6,7.7,False,False,1.0,1.0
WWEHHUOPPBZVLZ,training_pool,1,9.69,9.69,9.69,False,False,1.0,1.0
WWJFZNRYZSLYFD,training_pool,1,6.23,6.23,6.23,False,False,1.0,1.0
WXZZQXYAWULBOZ,training_pool,2,6.08,5.41,6.75,True,False,,1.0
WYWHKKSPHMUBEB,training_pool,1,4.03,4.03,4.03,False,False,0.0,0.0
WZEIQMGEKXNMSM,training_pool,1,4.17,4.17,4.17,False,False,0.0,0.0
WZNKNNAXHWUUNN,training_pool,2,7.279999999999999,7.22,7.34,False,False,1.0,1.0
WZYYPXPBHAVGBX,training_pool,1,5.33,5.33,5.33,False,False,0.0,1.0
XBBKUDGSXITMSM,training_pool,1,5.08,5.08,5.08,False,False,0.0,1.0
XBLJKEBOGZCRSS,training_pool,1,4.8,4.8,4.8,False,False,0.0,0.0
XCYJOCADISKZJA,training_pool,1,7.72,7.72,7.72,False,False,1.0,1.0
XDKSKWKHJWWVOT,training_pool,1,6.76,6.76,6.76,False,False,1.0,1.0
XFGGVXYNIBUVBK,training_pool,1,5.11,5.11,5.11,False,False,0.0,1.0
XFSYMRXWOSWABY,training_pool,1,6.1,6.1,6.1,False,False,1.0,1.0
XHEFDIBZLJXQHF,flora,1,5.36,5.36,5.36,False,False,0.0,1.0
XIACQYRJVZOTIK,training_pool,1,6.42,6.42,6.42,False,False,1.0,1.0
XIGBZAJRPVBHKS,training_pool,1,7.64,7.64,7.64,False,False,1.0,1.0
XIOVSVUPYZILGM,training_pool,1,6.68,6.68,6.68,False,False,1.0,1.0
XJIVYFWHVFOGGL,training_pool,1,6.04,6.04,6.04,False,False,1.0,1.0
XJNKNUHNVILYCY,training_pool,1,7.24,7.24,7.24,False,False,1.0,1.0
XJTXWFDHIOZTTB,training_pool,2,4.945,4.92,4.97,False,False,0.0,0.0
XLNKXIYTHQWBBJ,training_pool,1,5.35,5.35,5.35,False,False,0.0,1.0
XOVSLVYAFGLDMS,training_pool,1,6.39,6.39,6.39,False,False,1.0,1.0
XPAZGLFMMUODDK,training_pool,1,4.06,4.06,4.06,False,False,0.0,0.0
XPCIURBMYXHSLB,training_pool,2,5.29,5.1,5.48,False,False,0.0,1.0
XPLITXOWOAOJCH,training_pool,1,8.51,8.51,8.51,False,False,1.0,1.0
XPOIVNVEXHJMNH,training_pool,4,5.285,4.92,5.34,False,False,0.0,1.0
